name1,name2,issue_num,p1,p2
"kor86","Mugen87","1046","2","2"
"mrdoob","Mugen87","1046","222","2"
"chandlerprall","Mugen87","1046","2","2"
"alteredq","Mugen87","1046","2","2"
"ekunuke","Mugen87","1046","0","2"
"cleverfrog","Mugen87","1046","2","2"
"chandlerprall","cleverfrog","1046","2","2"
"alteredq","cleverfrog","1046","2","2"
"chandlerprall","LiquidSnakeX","1056","22","11"
"chandlerprall","VarghaSabee","1056","22","2"
"LiquidSnakeX","VarghaSabee","1056","11","2"
"Mugen87","VarghaSabee","1056","0","2"
"chandlerprall","Mugen87","1056","22","0"
"LiquidSnakeX","Mugen87","1056","11","0"
"alteredq","chandlerprall","1069","2","21"
"chandlerprall","lonelydatum","1069","21","1111"
"alteredq","lonelydatum","1069","2","1111"
"chandlerprall","mrdoob","1069","21","02"
"lonelydatum","mrdoob","1069","1111","02"
"alteredq","mrdoob","1069","2","02"
"landonsilla","mrdoob","1079","220211","022212"
"alteredq","mrdoob","1079","22","022212"
"foobarbecue","mrdoob","1079","221","022212"
"makc","mrdoob","1079","02","022212"
"alteredq","landonsilla","1079","22","220211"
"foobarbecue","landonsilla","1079","221","220211"
"alteredq","foobarbecue","1079","22","221"
"landonsilla","makc","1079","220211","02"
"alteredq","makc","1079","22","02"
"foobarbecue","makc","1079","221","02"
"mrdoob","yuechenglei","1079","022212","2"
"landonsilla","yuechenglei","1079","220211","2"
"alteredq","yuechenglei","1079","22","2"
"foobarbecue","yuechenglei","1079","221","2"
"makc","yuechenglei","1079","02","2"
"alteredq","yagiz","1119","2","21"
"shanmugakumar-s","yagiz","1119","2","21"
"alteredq","shanmugakumar-s","1119","2","2"
"chandlerprall","jeromeetienne","1170","22","20101211"
"alteredq","jeromeetienne","1170","202","20101211"
"Arnache","jeromeetienne","1170","0","20101211"
"alteredq","chandlerprall","1170","202","22"
"Arnache","chandlerprall","1170","0","22"
"alteredq","Arnache","1170","202","0"
"chandlerprall","zz85","1191","2","2"
"trusktr","zz85","1191","2","2"
"chandlerprall","trusktr","1191","2","2"
"jayfield1979","mrdoob","1202","1","0"
"hfeist","mrdoob","1202","2","0"
"donmccurdy","mrdoob","1202","2","0"
"hfeist","jayfield1979","1202","2","1"
"donmccurdy","jayfield1979","1202","2","1"
"donmccurdy","hfeist","1202","2","2"
"mrdoob","powerslave","1218","221","001"
"Sergej-Popov","WestLangley","1219","211220","2222"
"mrdoob","WestLangley","1219","2222","2222"
"linzhp","WestLangley","1219","01","2222"
"prieston","WestLangley","1219","2","2222"
"cawoodm","WestLangley","1219","2","2222"
"Mugen87","WestLangley","1219","2","2222"
"mrdoob","Sergej-Popov","1219","2222","211220"
"linzhp","Sergej-Popov","1219","01","211220"
"prieston","Sergej-Popov","1219","2","211220"
"cawoodm","Sergej-Popov","1219","2","211220"
"Mugen87","Sergej-Popov","1219","2","211220"
"linzhp","mrdoob","1219","01","2222"
"cawoodm","mrdoob","1219","2","2222"
"cawoodm","linzhp","1219","2","01"
"mrdoob","prieston","1219","2222","2"
"linzhp","prieston","1219","01","2"
"cawoodm","prieston","1219","2","2"
"Mugen87","prieston","1219","2","2"
"mrdoob","Mugen87","1219","2222","2"
"linzhp","Mugen87","1219","01","2"
"cawoodm","Mugen87","1219","2","2"
"Tobiasartz","WestLangley","1239","12221","22220102"
"awe-schaffhausen","WestLangley","1239","1","22220102"
"MatthewRayfield","WestLangley","1239","1","22220102"
"Emanuele-Spatola","WestLangley","1239","12","22220102"
"svcondor","WestLangley","1239","2","22220102"
"julianfrank","WestLangley","1239","2","22220102"
"awe-schaffhausen","Tobiasartz","1239","1","12221"
"MatthewRayfield","Tobiasartz","1239","1","12221"
"Emanuele-Spatola","Tobiasartz","1239","12","12221"
"svcondor","Tobiasartz","1239","2","12221"
"julianfrank","Tobiasartz","1239","2","12221"
"awe-schaffhausen","MatthewRayfield","1239","1","1"
"Emanuele-Spatola","MatthewRayfield","1239","12","1"
"julianfrank","MatthewRayfield","1239","2","1"
"awe-schaffhausen","Emanuele-Spatola","1239","1","12"
"awe-schaffhausen","svcondor","1239","1","2"
"MatthewRayfield","svcondor","1239","1","2"
"Emanuele-Spatola","svcondor","1239","12","2"
"julianfrank","svcondor","1239","2","2"
"awe-schaffhausen","julianfrank","1239","1","2"
"Emanuele-Spatola","julianfrank","1239","12","2"
"hadinehme","mrdoob","1337","2","1"
"azmartone","mrdoob","1337","2","1"
"luisjs","mrdoob","1337","2","1"
"mrdoob","nozpheratu","1337","1","2"
"hadinehme","nozpheratu","1337","2","2"
"azmartone","nozpheratu","1337","2","2"
"luisjs","nozpheratu","1337","2","2"
"azmartone","hadinehme","1337","2","2"
"mrdoob","WestLangley","1337","1","2"
"nozpheratu","WestLangley","1337","2","2"
"hadinehme","WestLangley","1337","2","2"
"azmartone","WestLangley","1337","2","2"
"luisjs","WestLangley","1337","2","2"
"hadinehme","luisjs","1337","2","2"
"azmartone","luisjs","1337","2","2"
"mrdoob","zhhuan","1363","2","0"
"Mugen87","zhhuan","1363","2","0"
"mrdoob","Mugen87","1363","2","2"
"Landlord-xx","libe","1372","1121","22211211"
"brianclanton","libe","1372","2","22211211"
"jrehwaldt","libe","1372","2","22211211"
"brianclanton","Landlord-xx","1372","2","1121"
"jrehwaldt","Landlord-xx","1372","2","1121"
"libe","WestLangley","1372","22211211","12222"
"Landlord-xx","WestLangley","1372","1121","12222"
"mrdoob","WestLangley","1372","2","12222"
"brianclanton","WestLangley","1372","2","12222"
"jrehwaldt","WestLangley","1372","2","12222"
"libe","mrdoob","1372","22211211","2"
"Landlord-xx","mrdoob","1372","1121","2"
"brianclanton","mrdoob","1372","2","2"
"jrehwaldt","mrdoob","1372","2","2"
"brianclanton","jrehwaldt","1372","2","2"
"gyuque","mrdoob","1396","121","102"
"alteredq","mrdoob","1396","210","102"
"alteredq","gyuque","1396","210","121"
"mrdoob","zz85","1396","102","121"
"gyuque","zz85","1396","121","121"
"alteredq","zz85","1396","210","121"
"alteredq","mrdoob","1399","22","22"
"Malgalad","mrdoob","1399","220","22"
"grahamwallis","mrdoob","1399","1","22"
"alteredq","Malgalad","1399","22","220"
"grahamwallis","Malgalad","1399","1","220"
"alteredq","grahamwallis","1399","22","1"
"kovleouf","zsitro","1407","2","2"
"that-ben","zsitro","1407","2","2"
"kovleouf","that-ben","1407","2","2"
"chandlerprall","chrisella","1410","22","11"
"ghost","mrdoob","1412","0","21"
"mrdoob","Pengeszikra","1412","21","21"
"ghost","Pengeszikra","1412","0","21"
"mrdoob","WestLangley","1412","21","22"
"ghost","WestLangley","1412","0","22"
"Pengeszikra","WestLangley","1412","21","22"
"enriquemorenotent","mrdoob","1429","0","22"
"Landlord-xx","mrdoob","1454","2","0"
"donbright","mrdoob","1454","1","0"
"letmaik","mrdoob","1454","02221","0"
"alexburner","mrdoob","1454","2","0"
"cheton","mrdoob","1454","2","0"
"donbright","Landlord-xx","1454","1","2"
"alexburner","Landlord-xx","1454","2","2"
"cheton","Landlord-xx","1454","2","2"
"alexburner","donbright","1454","2","1"
"cheton","donbright","1454","2","1"
"Landlord-xx","letmaik","1454","2","02221"
"donbright","letmaik","1454","1","02221"
"alexburner","letmaik","1454","2","02221"
"cheton","letmaik","1454","2","02221"
"mrdoob","patrickfuller","1454","0","02222"
"Landlord-xx","patrickfuller","1454","2","02222"
"donbright","patrickfuller","1454","1","02222"
"letmaik","patrickfuller","1454","02221","02222"
"alexburner","patrickfuller","1454","2","02222"
"cheton","patrickfuller","1454","2","02222"
"mrdoob","Pro","1454","0","2"
"Landlord-xx","Pro","1454","2","2"
"donbright","Pro","1454","1","2"
"letmaik","Pro","1454","02221","2"
"patrickfuller","Pro","1454","02222","2"
"alexburner","Pro","1454","2","2"
"cheton","Pro","1454","2","2"
"mrdoob","ravikirana32","1454","0","0"
"Landlord-xx","ravikirana32","1454","2","0"
"donbright","ravikirana32","1454","1","0"
"letmaik","ravikirana32","1454","02221","0"
"patrickfuller","ravikirana32","1454","02222","0"
"Pro","ravikirana32","1454","2","0"
"alexburner","ravikirana32","1454","2","0"
"cheton","ravikirana32","1454","2","0"
"alexburner","cheton","1454","2","2"
"alteredq","renegademaster88","1505","22","102"
"mrdoob","renegademaster88","1505","2","102"
"alteredq","mrdoob","1505","22","2"
"alteredq","trusktr","1505","22","0"
"renegademaster88","trusktr","1505","102","0"
"mrdoob","trusktr","1505","2","0"
"alteredq","WestLangley","1505","22","2"
"renegademaster88","WestLangley","1505","102","2"
"mrdoob","WestLangley","1505","2","2"
"trusktr","WestLangley","1505","0","2"
"huanghuan","WestLangley","1516","121","2"
"alteredq","WestLangley","1516","02","2"
"air","WestLangley","1516","2","2"
"dacre-denny","WestLangley","1516","21","2"
"donmccurdy","WestLangley","1516","2","2"
"alteredq","huanghuan","1516","02","121"
"air","huanghuan","1516","2","121"
"dacre-denny","huanghuan","1516","21","121"
"donmccurdy","huanghuan","1516","2","121"
"air","alteredq","1516","2","02"
"alteredq","dacre-denny","1516","02","21"
"air","dacre-denny","1516","2","21"
"alteredq","donmccurdy","1516","02","2"
"air","donmccurdy","1516","2","2"
"dacre-denny","donmccurdy","1516","21","2"
"alteredq","mrdoob","1524","2","2220102"
"huanghuan","mrdoob","1524","1","2220102"
"gero3","mrdoob","1524","2","2220102"
"idflood","mrdoob","1524","2","2220102"
"felixturner","mrdoob","1524","2","2220102"
"jesseazueta","mrdoob","1524","0","2220102"
"alteredq","huanghuan","1524","2","1"
"gero3","huanghuan","1524","2","1"
"felixturner","huanghuan","1524","2","1"
"mrdoob","zz85","1524","2220102","2011"
"alteredq","zz85","1524","2","2011"
"huanghuan","zz85","1524","1","2011"
"gero3","zz85","1524","2","2011"
"idflood","zz85","1524","2","2011"
"nhalloran","zz85","1524","22","2011"
"Wandalen","zz85","1524","1","2011"
"felixturner","zz85","1524","2","2011"
"jesseazueta","zz85","1524","0","2011"
"alteredq","gero3","1524","2","2"
"felixturner","gero3","1524","2","2"
"alteredq","idflood","1524","2","2"
"huanghuan","idflood","1524","1","2"
"gero3","idflood","1524","2","2"
"felixturner","idflood","1524","2","2"
"mrdoob","nhalloran","1524","2220102","22"
"alteredq","nhalloran","1524","2","22"
"huanghuan","nhalloran","1524","1","22"
"gero3","nhalloran","1524","2","22"
"idflood","nhalloran","1524","2","22"
"felixturner","nhalloran","1524","2","22"
"jesseazueta","nhalloran","1524","0","22"
"mrdoob","Wandalen","1524","2220102","1"
"alteredq","Wandalen","1524","2","1"
"huanghuan","Wandalen","1524","1","1"
"gero3","Wandalen","1524","2","1"
"idflood","Wandalen","1524","2","1"
"nhalloran","Wandalen","1524","22","1"
"felixturner","Wandalen","1524","2","1"
"jesseazueta","Wandalen","1524","0","1"
"alteredq","felixturner","1524","2","2"
"alteredq","jesseazueta","1524","2","0"
"huanghuan","jesseazueta","1524","1","0"
"gero3","jesseazueta","1524","2","0"
"idflood","jesseazueta","1524","2","0"
"felixturner","jesseazueta","1524","2","0"
"chandlerprall","zz85","1535","1","22222002"
"mrdoob","zz85","1535","21","22222002"
"lanfeustxiii","zz85","1535","1","22222002"
"ghost","zz85","1535","2","22222002"
"meawoppl","zz85","1535","2","22222002"
"sensor111","zz85","1535","2","22222002"
"whatnext","zz85","1535","1","22222002"
"chandlerprall","mrdoob","1535","1","21"
"lanfeustxiii","mrdoob","1535","1","21"
"ghost","mrdoob","1535","2","21"
"meawoppl","mrdoob","1535","2","21"
"chandlerprall","lanfeustxiii","1535","1","1"
"ghost","lanfeustxiii","1535","2","1"
"chandlerprall","ghost","1535","1","2"
"chandlerprall","meawoppl","1535","1","2"
"lanfeustxiii","meawoppl","1535","1","2"
"ghost","meawoppl","1535","2","2"
"chandlerprall","sensor111","1535","1","2"
"mrdoob","sensor111","1535","21","2"
"lanfeustxiii","sensor111","1535","1","2"
"ghost","sensor111","1535","2","2"
"meawoppl","sensor111","1535","2","2"
"chandlerprall","whatnext","1535","1","1"
"mrdoob","whatnext","1535","21","1"
"lanfeustxiii","whatnext","1535","1","1"
"ghost","whatnext","1535","2","1"
"meawoppl","whatnext","1535","2","1"
"sensor111","whatnext","1535","2","1"
"aliy321","libe","1568","2","12"
"libe","mrdoob","1568","12","2"
"aliy321","mrdoob","1568","2","2"
"davidedc","WestLangley","1649","1","2"
"alteredq","chandlerprall","1721","2","0"
"chandlerprall","valette","1721","0","022220222"
"alteredq","valette","1721","2","022220222"
"schmitzke","valette","1721","112","022220222"
"mrdoob","valette","1721","0222122222","022220222"
"scald","valette","1721","21","022220222"
"LoicCadour","valette","1721","1","022220222"
"feber","valette","1721","2","022220222"
"chandlerprall","schmitzke","1721","0","112"
"alteredq","schmitzke","1721","2","112"
"mrdoob","schmitzke","1721","0222122222","112"
"scald","schmitzke","1721","21","112"
"LoicCadour","schmitzke","1721","1","112"
"feber","schmitzke","1721","2","112"
"chandlerprall","mrdoob","1721","0","0222122222"
"alteredq","mrdoob","1721","2","0222122222"
"LoicCadour","mrdoob","1721","1","0222122222"
"feber","mrdoob","1721","2","0222122222"
"chandlerprall","scald","1721","0","21"
"alteredq","scald","1721","2","21"
"mrdoob","scald","1721","0222122222","21"
"LoicCadour","scald","1721","1","21"
"feber","scald","1721","2","21"
"chandlerprall","LoicCadour","1721","0","1"
"alteredq","LoicCadour","1721","2","1"
"feber","LoicCadour","1721","2","1"
"chandlerprall","feber","1721","0","2"
"alteredq","feber","1721","2","2"
"alteredq","libe","1791","0","2"
"etx","libe","1791","121","2"
"Jiaying-YU","libe","1791","2","2"
"JosephClay","libe","1791","2","2"
"ghost","libe","1791","01","2"
"alberto2000","libe","1791","21","2"
"b-z","libe","1791","1","2"
"libe","mrdoob","1791","2","222222222"
"alteredq","mrdoob","1791","0","222222222"
"etx","mrdoob","1791","121","222222222"
"Jiaying-YU","mrdoob","1791","2","222222222"
"JosephClay","mrdoob","1791","2","222222222"
"ghost","mrdoob","1791","01","222222222"
"martha-anne","mrdoob","1791","111","222222222"
"alberto2000","mrdoob","1791","21","222222222"
"b-z","mrdoob","1791","1","222222222"
"alberto2000","alteredq","1791","21","0"
"libe","skrat","1791","2","2"
"mrdoob","skrat","1791","222222222","2"
"alteredq","skrat","1791","0","2"
"etx","skrat","1791","121","2"
"Jiaying-YU","skrat","1791","2","2"
"JosephClay","skrat","1791","2","2"
"ghost","skrat","1791","01","2"
