name1,name2,consist_cnt,inconsist_cnt,pos_consist_cnt,neg_consist_cnt,consist_rate,inconsist_rate,pos_consist_rate,neg_consist_rate,cmt_cnt,issue_cnt,score1,score2,degree1,degree2
boyaquito,WestLangley,0,1,0,0,0.0,1.0,0.0,0.0,2,1,1.0,0.878,2,2704
Mugen87,WestLangley,0,1,0,0,0.0,1.0,0.0,0.0,2,1,0.92,0.878,3513,2704
boyaquito,Mugen87,1,0,1,0,1.0,0.0,1.0,0.0,2,1,1.0,0.92,2,3513
erich666,mrdoob,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.857,0.946,15,5550
erich666,Mugen87,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.857,0.92,15,3513
mrdoob,Mugen87,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.946,0.92,5550,3513
gogofight,yomboprime,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,0.805,1,42
Jeremboo,jorisvanr,0,0,0,0,0.0,0.0,0.0,0.0,3,1,1.0,0.5,6,6
jorisvanr,salomonelli,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.5,1.0,6,6
Jeremboo,salomonelli,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0,6,6
leorich,salomonelli,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0,6,6
jorisvanr,sojoonsup,1,1,0,1,0.5,0.5,0.0,0.5,3,1,0.5,0.0,6,6
salomonelli,sojoonsup,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,0.0,6,6
Jeremboo,sojoonsup,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,0.0,6,6
leorich,sojoonsup,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,0.0,6,6
