name1,name2,year_week,issue_num,p1,p2
"maartenbreddels","Mugen87","201832","1864","202","201"
"mrdoob","Mugen87","201832","1864","1","201"
"alteredq","jeromeetienne","201219","1888","0","2"
"Fyrestar","WestLangley","201836","1888","20","2"
"kovleouf","mrdoob","201219","1898","0222","2222"
"alteredq","mrdoob","201219","1898","0222222","2222"
"gero3","mrdoob","201219","1898","222","2222"
"alteredq","kovleouf","201219","1898","0222222","0222"
"gero3","kovleouf","201219","1898","222","0222"
"alteredq","gero3","201219","1898","0222222","222"
"kovleouf","mrdoob","201220","1898","2222","22"
"cipri-tom","m-schuetz","201648","1898","1","2"
"alteredq","mrdoob","201219","1904","2","10"
"mrdoob","tomconroy","201219","1904","10","12001"
"alteredq","tomconroy","201219","1904","2","12001"
"churmstech","mrdoob","201747","1904","2","2"
"elfrank","mrdoob","201220","1908","1","21"
"alteredq","arkasia","201221","1945","21","21"
"arkasia","mrdoob","201221","1945","21","1"
"alteredq","mrdoob","201221","1945","21","1"
"darkorbit","mrdoob","201221","1963","11","222"
"codeart1st","mrdoob","201226","2106","20","2"
"codeart1st","empaempa","201227","2106","001012","12100"
"codeart1st","empaempa","201228","2106","122221111","01011"
"empaempa","mrdoob","201228","2106","01011","11"
"codeart1st","mrdoob","201228","2106","122221111","11"
"Iter-Ator","mrdoob","201228","2182","0","11"
"jon-millett-sm","mrdoob","201228","2182","2","11"
"Iter-Ator","jon-millett-sm","201228","2182","0","2"
"mrdoob","paulbrzeski","201248","2182","2","20"
"paulbrzeski","renegademaster88","201248","2182","20","0"
"mrdoob","renegademaster88","201248","2182","2","0"
"maxogden","mrdoob","20133","2182","22","2"
"mrdoob","youdoido","201230","2231","22","11"
"mrdoob","youdoido","201230","2232","22","1"
"axaq","mrdoob","20184","2232","2","2"
"mrdoob","nopjia","201230","2247","2","2"
"jacksonloper","mrdoob","201840","2247","01","2"
"makc","mrdoob","201425","2593","1","0"
"makc","mrdoob","201426","2593","2222","22"
"makc","spite","201426","2593","2222","200"
"mrdoob","spite","201426","2593","22","200"
"makc","WestLangley","201528","2593","1","2"
"makc","tomlecoz","20174","2593","222","2"
"spite","tomlecoz","20174","2593","2","2"
"makc","spite","20174","2593","222","2"
"alteredq","mrdoob","201247","2668","222","222222"
"mrdoob","ostap1010","201247","2668","222222","112"
"alteredq","ostap1010","201247","2668","222","112"
"bhouston","mrdoob","201249","2743","21","22"
"AndrewRayCode","bartmcleod","20177","2743","2","21"
"alteredq","mrdoob","201250","2789","1","20"
"mrdoob","varomix","201250","2789","20","11"
"alteredq","varomix","201250","2789","1","11"
"mrdoob","psicomante","201626","2789","2","2"
"EskelCz","psicomante","201626","2789","12","2"
"EskelCz","mrdoob","201626","2789","12","2"
"looeee","Raincle","20179","2789","00","20"
"mrdoob","Raincle","20179","2789","21","20"
"looeee","mrdoob","20179","2789","00","21"
"FeaturedSpace","feiss","201711","2789","22","0"
"feiss","fernandojsg","201711","2789","0","1"
"FeaturedSpace","fernandojsg","201711","2789","22","1"
"feiss","WestLangley","201711","2789","0","0"
"fernandojsg","WestLangley","201711","2789","1","0"
"mrdoob","WestLangley","201711","2789","222","0"
"FeaturedSpace","WestLangley","201711","2789","22","0"
"feiss","wrr","201711","2789","0","2"
"fernandojsg","wrr","201711","2789","1","2"
"WestLangley","wrr","201711","2789","0","2"
"mrdoob","wrr","201711","2789","222","2"
"FeaturedSpace","wrr","201711","2789","22","2"
"feiss","mrdoob","201711","2789","0","222"
"fernandojsg","mrdoob","201711","2789","1","222"
"FeaturedSpace","mrdoob","201711","2789","22","222"
"harold","mrdoob","20132","2916","211","22"
"dubejf","mrdoob","201530","2916","22222","2"
"harold","WestLangley","201718","2916","1","2"
"mrdoob","trusktr","20181","2916","222","022222"
"trusktr","WestLangley","20181","2916","022222","2"
"mrdoob","WestLangley","20181","2916","222","2"
"mrdoob","trusktr","201818","2916","2","02"
"bhouston","gero3","20134","2947","2","2"
"bhouston","mrdoob","20134","2954","0012","20"
"crobi","mrdoob","20134","2954","011","20"
"gero3","mrdoob","20134","2954","0","20"
"bhouston","crobi","20134","2954","0012","011"
"bhouston","gero3","20134","2954","0012","0"
"crobi","gero3","20134","2954","011","0"
"crobi","mrdoob","20136","2954","2","2"
"crobi","reddozen","201313","2954","2","2"
"lukyer","reddozen","201313","2954","1","2"
"crobi","lukyer","201313","2954","2","1"
"arcanis","crobi","201320","2954","2","2"
"crobi","mrdoob","201428","2954","22","2"
"lukyer","mrdoob","201428","2954","0","2"
"crobi","lukyer","201428","2954","22","0"
"crobi","reddozen","201428","2954","22","0"
"mrdoob","reddozen","201428","2954","2","0"
"lukyer","reddozen","201428","2954","0","0"
"K1ll3rF0x","luckyllama","20136","2963","2","0"
"crobi","finervision","201345","2963","0","2"
"gero3","mrdoob","20134","2969","2","02"
"0xor1","mrdoob","20134","2969","021","02"
"0xor1","gero3","20134","2969","021","2"
"bhouston","WestLangley","20136","3018","222011","1"
"gero3","WestLangley","20136","3018","2","1"
"sole","WestLangley","20136","3018","022","1"
"mrdoob","WestLangley","20136","3018","222","1"
"bhouston","gero3","20136","3018","222011","2"
"bhouston","sole","20136","3018","222011","022"
"gero3","sole","20136","3018","2","022"
"mrdoob","sole","20136","3018","222","022"
"bhouston","mrdoob","20136","3018","222011","222"
"gero3","mrdoob","20136","3018","2","222"
"bhouston","zz85","20136","3018","222011","0"
"WestLangley","zz85","20136","3018","1","0"
"gero3","zz85","20136","3018","2","0"
"sole","zz85","20136","3018","022","0"
"mrdoob","zz85","20136","3018","222","0"
"eXacto","mrdoob","20136","3032","2","2"
"donmccurdy","shelbyspeegle","20187","3041","1","2"
"evillemez","mrdoob","20138","3102","02","021"
"bhouston","mrdoob","20138","3102","22200","021"
"mrdoob","zz85","20138","3102","021","020"
"evillemez","zz85","20138","3102","02","020"
"bhouston","zz85","20138","3102","22200","020"
"WestLangley","zz85","20138","3102","2","020"
"bhouston","evillemez","20138","3102","22200","02"
"mrdoob","WestLangley","20138","3102","021","2"
"evillemez","WestLangley","20138","3102","02","2"
"bhouston","WestLangley","20138","3102","22200","2"
"bhouston","PaulTondeur","201343","3102","20","101"
"PaulTondeur","SpainTrain","201343","3102","101","2"
"bhouston","SpainTrain","201343","3102","20","2"
"mrdoob","PaulTondeur","201344","3102","2","012"
"bhouston","PaulTondeur","201344","3102","0","012"
"bhouston","mrdoob","201344","3102","0","2"
"PaulTondeur","SpainTrain","201344","3102","012","2"
"mrdoob","SpainTrain","201344","3102","2","2"
"bhouston","SpainTrain","201344","3102","0","2"
"ghost","mrdoob","201610","3102","2","2"
"bhouston","wizgrav","20138","3116","2220","222022"
"mrdoob","wizgrav","20138","3116","2","222022"
"bhouston","zz85","20138","3116","2220","0"
"wizgrav","zz85","20138","3116","222022","0"
"mrdoob","zz85","20138","3116","2","0"
"bhouston","mrdoob","20138","3116","2220","2"
"crobi","mohamed--abdel-maksoud","201323","3187","2","1"
"makc","titansoftime","201530","3187","22","2"
"deethee","zz85","201313","3223","0022","2"
"mrdoob","zz85","201313","3223","2","2"
"deethee","mrdoob","201313","3223","0022","2"
"alienlifeform","wivlaro","201431","3355","211","21"
"mrdoob","wysnan-wushuangqi","201317","3368","222","1"
"mrdoob","zwollander","201340","3368","2","2"
"Ganesh2","WestLangley","201342","3368","1","2"
"makc","mrdoob","201345","3368","2","1"
"makc","mrdoob","201346","3368","222","1"
"Mugen87","RajatParihar17","201816","3368","2","2"
"timo22345","WestLangley","201317","3386","100022212200","2200102"
"leonbloy","WestLangley","201317","3386","2","2200102"
"nicholaswmin","WestLangley","201317","3386","22","2200102"
"obidobi","WestLangley","201317","3386","200","2200102"
"leonbloy","timo22345","201317","3386","2","100022212200"
"nicholaswmin","timo22345","201317","3386","22","100022212200"
"obidobi","timo22345","201317","3386","200","100022212200"
"leonbloy","nicholaswmin","201317","3386","2","22"
"leonbloy","obidobi","201317","3386","2","200"
"nicholaswmin","obidobi","201317","3386","22","200"
"obidobi","zz85","201318","3386","0","0"
"timo22345","zz85","201318","3386","012","0"
"obidobi","timo22345","201318","3386","0","012"
"bhouston","WestLangley","201318","3401","1022","02"
"mrdoob","WestLangley","201318","3401","022","02"
"bhouston","mrdoob","201318","3401","1022","022"
"bhouston","mrdoob","201318","3403","2","222"
"bhouston","gero3","201318","3420","22221","00"
"bhouston","mrdoob","201318","3420","22221","220"
"gero3","mrdoob","201318","3420","00","220"
"gero3","mrdoob","201319","3442","2","1"
"arodic","mrdoob","201322","3442","2","21"
"holoduke","mrdoob","201320","3490","1","22"
"holoduke","WestLangley","201321","3490","2","2"
"Popov72","WestLangley","201321","3490","2","2"
"holoduke","Popov72","201321","3490","2","2"
"donmccurdy","Edassap","201848","3490","2","2"
"jamespacileo","mrdoob","201326","3600","22","22"
"gero3","mrdoob","201326","3600","2","22"
"gero3","jamespacileo","201326","3600","2","22"
"mrdoob","oberstet","201346","3600","2","2"
"arodic","buffaly","201330","3662","2","02222222212111"
"arodic","mrdoob","201330","3662","2","22222"
"buffaly","mrdoob","201330","3662","02222222212111","22222"
"GuyGood","mrdoob","201330","3662","0","22222"
"arodic","GuyGood","201330","3662","2","0"
"buffaly","GuyGood","201330","3662","02222222212111","0"
"arodic","WestLangley","201330","3662","2","02"
"buffaly","WestLangley","201330","3662","02222222212111","02"
"mrdoob","WestLangley","201330","3662","22222","02"
"GuyGood","WestLangley","201330","3662","0","02"
"stephomi","WestLangley","201330","3662","20","02"
"arodic","stephomi","201330","3662","2","20"
"buffaly","stephomi","201330","3662","02222222212111","20"
"mrdoob","stephomi","201330","3662","22222","20"
"GuyGood","stephomi","201330","3662","0","20"
"bsenftner","StephenHopkins","201331","3662","2","2222"
"GuyGood","mrdoob","201330","3670","1","2"
"GuyGood","WestLangley","201333","3670","1111","22"
"GuyGood","zz85","201333","3670","1111","2"
"WestLangley","zz85","201333","3670","22","2"
"bartmcleod","WestLangley","20171","3670","21","2"
"bartmcleod","WestLangley","20175","3670","2220","0"
"GuyGood","WestLangley","20175","3670","2","0"
"bartmcleod","GuyGood","20175","3670","2220","2"
"bartmcleod","danidr","20181","3670","21","111"
"danidr","WestLangley","20181","3670","111","02"
"bartmcleod","WestLangley","20181","3670","21","02"
"bartmcleod","Ni55aN","20184","3670","1","2"
"DavidSouther","mrdoob","201330","3683","1","2"
"mrdoob","thekonz","201330","3683","2","2"
"DavidSouther","thekonz","201330","3683","1","2"
"mrdoob","t-oster","201613","3683","22","01"
"mrdoob","rastafermo","201332","3736","2","22"
"mypuem","rastafermo","201332","3736","2","22"
"mrdoob","mypuem","201332","3736","2","2"
"Mugen87","rastafermo","201714","3736","220","1"
"mypuem","rastafermo","201714","3736","1","1"
"Mugen87","mypuem","201714","3736","220","1"
"mrdoob","Mugen87","20189","3803","2","20"
"Mugen87","peterderivaz","201810","3803","1","2"
"arodic","danielribeiro","201336","3848","2","22"
"arodic","mokra","201336","3848","2","222"
"danielribeiro","mokra","201336","3848","22","222"
"mokra","mrdoob","201337","3848","02","222"
"mrdoob","WestLangley","201337","3848","222","2222"
"mokra","WestLangley","201337","3848","02","2222"
"mrdoob","PWhiddy","201821","3848","22","222"
"danielribeiro","WestLangley","201337","3856","1","2"
"stemkoski","WestLangley","201337","3856","12","2"
"mrdoob","WestLangley","201337","3856","11","2"
"Slayvin","WestLangley","201337","3856","10","2"
"MiiBond","WestLangley","201337","3856","0","2"
"danielribeiro","stemkoski","201337","3856","1","12"
"mrdoob","stemkoski","201337","3856","11","12"
"Slayvin","stemkoski","201337","3856","10","12"
"MiiBond","stemkoski","201337","3856","0","12"
"danielribeiro","mrdoob","201337","3856","1","11"
"MiiBond","mrdoob","201337","3856","0","11"
"danielribeiro","Slayvin","201337","3856","1","10"
"mrdoob","Slayvin","201337","3856","11","10"
"MiiBond","Slayvin","201337","3856","0","10"
"danielribeiro","MiiBond","201337","3856","1","0"
"MKHenson","mrdoob","201338","3856","1","2"
"Digitoxin","mrdoob","201338","3856","1","2"
"brokedRobot","mrdoob","201338","3856","1","2"
"mrdoob","Slayvin","201338","3856","2","1"
"MKHenson","Slayvin","201338","3856","1","1"
"Digitoxin","Slayvin","201338","3856","1","1"
"brokedRobot","Slayvin","201338","3856","1","1"
"Digitoxin","MKHenson","201338","3856","1","1"
"brokedRobot","MKHenson","201338","3856","1","1"
"brokedRobot","Digitoxin","201338","3856","1","1"
"mrdoob","zz85","201338","3856","2","2"
"Slayvin","zz85","201338","3856","1","2"
"MKHenson","zz85","201338","3856","1","2"
"Digitoxin","zz85","201338","3856","1","2"
"brokedRobot","zz85","201338","3856","1","2"
"brokedRobot","mrdoob","201339","3856","1","1"
"mrdoob","Slayvin","201339","3856","1","2"
"brokedRobot","Slayvin","201339","3856","1","2"
"jbouny","s9k","201349","3856","21","2"
"mrdoob","s9k","201349","3856","1","2"
"jbouny","mrdoob","201349","3856","21","1"
"brokedRobot","zz85","20141","3856","0","0"
"MiiBond","zz85","20141","3856","1","0"
"brokedRobot","MiiBond","20141","3856","0","1"
"jbnj","mrdoob","201337","3867","2","2"
"jackrugile","WestLangley","201723","3867","21","22"
"mrdoob","WestLangley","201339","3897","1","2"
"eric-wieser","hjbortol","201722","3897","0","02"
"hjbortol","mrdoob","201722","3897","02","2"
"eric-wieser","mrdoob","201722","3897","0","2"
"hjbortol","WestLangley","201722","3897","02","2"
"mrdoob","WestLangley","201722","3897","2","2"
"eric-wieser","WestLangley","201722","3897","0","2"
"gulptranslation","mrdoob","201340","3937","1212","222"
"crobi","mrdoob","201340","3937","20","222"
"darryllehmann","mrdoob","201340","3937","2","222"
"crobi","gulptranslation","201340","3937","20","1212"
"darryllehmann","gulptranslation","201340","3937","2","1212"
"crobi","darryllehmann","201340","3937","20","2"
"darryllehmann","gulptranslation","201341","3937","2","10122"
"gulptranslation","suddenheroes","201341","3937","10122","2"
"darryllehmann","suddenheroes","201341","3937","2","2"
"mrdoob","WestLangley","201345","4069","1","11"
"WestLangley","zz85","201345","4069","11","22"
"mrdoob","zz85","201345","4069","1","22"
"mrdoob","zz85","201346","4069","2","1222"
"mrdoob","zz85","201347","4069","1","221222"
"WestLangley","zz85","201347","4069","12","221222"
"mrdoob","WestLangley","201347","4069","1","12"
"WestLangley","zz85","201349","4069","21","22"
"gregtatum","zz85","201349","4069","1","22"
"gregtatum","WestLangley","201349","4069","1","21"
"ghost","mattdesl","201345","4073","022","0"
"gero3","mattdesl","201345","4073","20","0"
"gero3","ghost","201345","4073","20","022"
"Doidel","mrdoob","201349","4155","1","22"
"arcanis","FreakTheMighty","20162","4155","2","2"
"ghost","kayomarz","201350","4207","2","2"
"ghost","mrdoob","201350","4207","2","2"
"kayomarz","mrdoob","201350","4207","2","2"
"kayomarz","mrdoob","201351","4207","2","1"
"gero3","mrdoob","201352","4248","1","1"
"gregtatum","mrdoob","201415","4248","022","1"
"kumavis","mrdoob","201415","4248","2","1"
"gregtatum","kumavis","201415","4248","022","2"
"gregtatum","repsac","201415","4248","022","1"
"mrdoob","repsac","201415","4248","1","1"
"kumavis","repsac","201415","4248","2","1"
"benaadams","SET001","201531","4248","2","2"
"lukehorvat","mrdoob","201740","4248","2","2"
"looeee","mrdoob","201740","4248","2","2"
"looeee","lukehorvat","201740","4248","2","2"
"mrdoob","satori99","201740","4248","2","2"
"lukehorvat","satori99","201740","4248","2","2"
"looeee","satori99","201740","4248","2","2"
"donmccurdy","Mugen87","201752","4248","2","2"
"bhouston","WestLangley","20141","4256","222","220"
"mrdoob","WestLangley","20141","4256","1","220"
"bhouston","mrdoob","20141","4256","222","1"
"mrdoob","tmdeft","201514","4259","1","2"
"bhouston","WestLangley","20141","4261","02","12220"
"mrdoob","WestLangley","20141","4261","22","12220"
"ghost","WestLangley","20141","4261","0","12220"
"gero3","WestLangley","20141","4261","2","12220"
"bhouston","mrdoob","20141","4261","02","22"
"ghost","mrdoob","20141","4261","0","22"
"gero3","mrdoob","20141","4261","2","22"
"bhouston","ghost","20141","4261","02","0"
"gero3","ghost","20141","4261","2","0"
"bhouston","gero3","20141","4261","02","2"
"echteinfachtv","mrdoob","20144","4327","2222","21"
"jeum","mrdoob","20144","4327","2","21"
"mrdoob","WestLangley","20144","4327","21","2"
"echteinfachtv","WestLangley","20144","4327","2222","2"
"jeum","WestLangley","20144","4327","2","2"
"echteinfachtv","jeum","20144","4327","2222","2"
"q2apro","WestLangley","201528","4327","2","2"
"mrdoob","rohan-deshpande","201443","4371","2","0"
