name1,name2,consist_cnt,inconsist_cnt,pos_consist_cnt,neg_consist_cnt,consist_rate,inconsist_rate,pos_consist_rate,neg_consist_rate,cmt_cnt,issue_cnt,score1,score2,degree1,degree2
Phrohdoh,RoosterDragon,0,0,0,0,0.0,0.0,0.0,0.0,4,1,0.932,0.954,2214,1255
Mailaender,RoosterDragon,0,0,0,0,0.0,0.0,0.0,0.0,4,1,0.937,0.954,4977,1255
pchote,RoosterDragon,0,2,0,0,0.0,0.5,0.0,0.0,4,1,0.939,0.954,7212,1255
LipkeGu,RoosterDragon,0,0,0,0,0.0,0.0,0.0,0.0,4,1,0.928,0.954,609,1255
Micr0Bit,RoosterDragon,0,2,0,0,0.0,0.33,0.0,0.0,5,1,0.897,0.954,953,1255
penev92,RoosterDragon,2,0,2,0,1.0,0.0,1.0,0.0,3,1,0.916,0.954,3242,1255
deniz1a,RoosterDragon,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.98,0.954,429,1255
Mailaender,pchote,2,0,0,0,0.5,0.0,0.0,0.0,4,1,0.937,0.939,4977,7212
LipkeGu,pchote,2,0,0,0,0.5,0.0,0.0,0.0,4,1,0.928,0.939,609,7212
Micr0Bit,pchote,3,0,0,1,0.5,0.0,0.0,0.17,5,1,0.897,0.939,953,7212
deniz1a,pchote,1,0,0,0,0.5,0.0,0.0,0.0,3,1,0.98,0.939,429,7212
deniz1a,LipkeGu,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.98,0.928,429,609
Mailaender,Micr0Bit,4,0,0,0,0.67,0.0,0.0,0.0,5,1,0.937,0.897,4977,953
LipkeGu,Micr0Bit,4,0,0,0,0.67,0.0,0.0,0.0,5,1,0.928,0.897,609,953
deniz1a,Micr0Bit,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.98,0.897,429,953
Mailaender,penev92,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.937,0.916,4977,3242
pchote,penev92,0,1,0,0,0.0,0.5,0.0,0.0,3,1,0.939,0.916,7212,3242
LipkeGu,penev92,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.928,0.916,609,3242
Micr0Bit,penev92,0,1,0,0,0.0,0.33,0.0,0.0,4,1,0.897,0.916,953,3242
deniz1a,penev92,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.98,0.916,429,3242
LipkeGu,Mailaender,3,0,0,0,1.0,0.0,0.0,0.0,4,1,0.928,0.937,609,4977
Mailaender,pchote,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.937,0.939,4977,7212
LipkeGu,pchote,3,0,0,0,1.0,0.0,0.0,0.0,4,1,0.928,0.939,609,7212
Nelax,penev92,4,0,0,0,0.57,0.0,0.0,0.0,8,1,0.864,0.916,119,3242
abcdefg30,penev92,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.828,0.916,3749,3242
obrakmann,penev92,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.929,0.916,4008,3242
Mailaender,penev92,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.937,0.916,4977,3242
pchote,penev92,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.939,0.916,7212,3242
abcdefg30,Nelax,8,0,0,0,0.57,0.0,0.0,0.0,9,1,0.828,0.864,3749,119
Mailaender,Nelax,8,0,0,0,0.57,0.0,0.0,0.0,9,1,0.937,0.864,4977,119
Nelax,obrakmann,3,0,0,3,0.43,0.0,0.0,0.43,8,1,0.864,0.929,119,4008
abcdefg30,obrakmann,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.828,0.929,3749,4008
Mailaender,obrakmann,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.937,0.929,4977,4008
abcdefg30,Mailaender,4,0,0,0,1.0,0.0,0.0,0.0,4,1,0.828,0.937,3749,4977
Nelax,pchote,4,0,0,0,0.57,0.0,0.0,0.0,8,1,0.864,0.939,119,7212
abcdefg30,pchote,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.828,0.939,3749,7212
obrakmann,pchote,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.929,0.939,4008,7212
Mailaender,pchote,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.937,0.939,4977,7212
deniz1a,penev92,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.98,0.916,429,3242
Mailaender,obrakmann,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.937,0.929,4977,4008
Mailaender,obrakmann,0,1,0,0,0.0,0.33,0.0,0.0,4,1,0.937,0.929,4977,4008
obrakmann,ScottNZ,4,0,0,0,0.67,0.0,0.0,0.0,5,1,0.929,0.935,4008,226
penev92,ScottNZ,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.916,0.935,3242,226
Mailaender,ScottNZ,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.937,0.935,4977,226
obrakmann,penev92,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.929,0.916,4008,3242
Mailaender,penev92,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.937,0.916,4977,3242
abcdefg30,obrakmann,3,2,0,0,0.25,0.17,0.0,0.0,7,1,0.828,0.929,3749,4008
Mailaender,obrakmann,1,0,0,0,0.33,0.0,0.0,0.0,4,1,0.937,0.929,4977,4008
42foobar42,obrakmann,6,0,2,0,0.4,0.0,0.13,0.0,8,1,0.833,0.929,32,4008
42foobar42,abcdefg30,12,1,0,0,0.6,0.05,0.0,0.0,9,1,0.833,0.828,32,3749
abcdefg30,Mailaender,3,0,0,0,0.75,0.0,0.0,0.0,5,1,0.828,0.937,3749,4977
42foobar42,Mailaender,4,0,0,0,0.8,0.0,0.0,0.0,6,1,0.833,0.937,32,4977
MunWolf,xan2622,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.93,0.893,360,312
Phrohdoh,xan2622,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.932,0.893,2214,312
MunWolf,Phrohdoh,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.93,0.932,360,2214
ihptru,Mailaender,3,0,0,0,1.0,0.0,0.0,0.0,4,1,1.0,0.937,64,4977
Mailaender,ScottNZ,6,0,0,0,1.0,0.0,0.0,0.0,5,1,0.937,0.935,4977,226
obrakmann,ScottNZ,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.929,0.935,4008,226
penev92,ScottNZ,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.916,0.935,3242,226
ihptru,ScottNZ,2,0,0,0,1.0,0.0,0.0,0.0,3,1,1.0,0.935,64,226
Mailaender,obrakmann,3,0,0,0,1.0,0.0,0.0,0.0,4,1,0.937,0.929,4977,4008
ihptru,obrakmann,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,0.929,64,4008
Mailaender,penev92,3,0,0,0,1.0,0.0,0.0,0.0,4,1,0.937,0.916,4977,3242
obrakmann,penev92,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.929,0.916,4008,3242
ihptru,penev92,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,0.916,64,3242
JohnnyXP64,Mailaender,4,0,0,0,0.17,0.0,0.0,0.0,10,1,0.833,0.937,6,4977
LipkeGu,Mailaender,4,0,0,0,1.0,0.0,0.0,0.0,5,1,0.928,0.937,609,4977
abcdefg30,Mailaender,4,0,0,0,1.0,0.0,0.0,0.0,5,1,0.828,0.937,3749,4977
Mailaender,pchote,0,0,0,0,0.0,0.0,0.0,0.0,7,1,0.937,0.939,4977,7212
JohnnyXP64,pchote,9,6,1,8,0.5,0.33,0.06,0.44,9,1,0.833,0.939,6,7212
LipkeGu,pchote,0,0,0,0,0.0,0.0,0.0,0.0,4,1,0.928,0.939,609,7212
abcdefg30,pchote,0,0,0,0,0.0,0.0,0.0,0.0,4,1,0.828,0.939,3749,7212
abcdefg30,JohnnyXP64,1,0,0,0,0.17,0.0,0.0,0.0,7,1,0.828,0.833,3749,6
Mailaender,Unit158,0,0,0,0,0.0,0.0,0.0,0.0,5,1,0.937,0.949,4977,687
pchote,Unit158,2,1,0,2,0.67,0.33,0.0,0.67,4,1,0.939,0.949,7212,687
JohnnyXP64,Unit158,4,1,0,4,0.67,0.17,0.0,0.67,7,1,0.833,0.949,6,687
Phrohdoh,Unit158,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.932,0.949,2214,687
LipkeGu,Unit158,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.928,0.949,609,687
abcdefg30,Unit158,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.828,0.949,3749,687
Mailaender,Phrohdoh,4,0,0,0,1.0,0.0,0.0,0.0,5,1,0.937,0.932,4977,2214
pchote,Phrohdoh,0,0,0,0,0.0,0.0,0.0,0.0,4,1,0.939,0.932,7212,2214
JohnnyXP64,Phrohdoh,1,0,0,0,0.17,0.0,0.0,0.0,7,1,0.833,0.932,6,2214
LipkeGu,Phrohdoh,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.928,0.932,609,2214
abcdefg30,Phrohdoh,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.828,0.932,3749,2214
JohnnyXP64,LipkeGu,1,0,0,0,0.17,0.0,0.0,0.0,7,1,0.833,0.928,6,609
abcdefg30,LipkeGu,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.828,0.928,3749,609
huwpascoe,Mailaender,4,0,0,0,1.0,0.0,0.0,0.0,5,1,0.929,0.937,87,4977
LipkeGu,Mailaender,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.928,0.937,609,4977
chrisforbes,Mailaender,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.939,0.937,477,4977
Mailaender,pchote,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.937,0.939,4977,7212
huwpascoe,pchote,8,0,0,0,0.67,0.0,0.0,0.0,7,1,0.929,0.939,87,7212
LipkeGu,pchote,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.928,0.939,609,7212
chrisforbes,pchote,0,1,0,0,0.0,0.33,0.0,0.0,4,1,0.939,0.939,477,7212
chrisforbes,huwpascoe,0,0,0,0,0.0,0.0,0.0,0.0,5,1,0.939,0.929,477,87
huwpascoe,LipkeGu,4,0,0,0,1.0,0.0,0.0,0.0,5,1,0.929,0.928,87,609
chrisforbes,LipkeGu,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.939,0.928,477,609
penev92,pevers,0,2,0,0,0.0,0.25,0.0,0.0,6,1,0.916,0.711,3242,62
jabbink,pevers,1,0,0,1,0.25,0.0,0.0,0.25,5,1,1.0,0.711,34,62
obrakmann,pevers,3,0,0,0,0.75,0.0,0.0,0.0,5,1,0.929,0.711,4008,62
chrisforbes,pevers,3,0,0,0,0.75,0.0,0.0,0.0,5,1,0.939,0.711,477,62
jabbink,penev92,0,2,0,0,0.0,1.0,0.0,0.0,3,1,1.0,0.916,34,3242
obrakmann,penev92,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.929,0.916,4008,3242
chrisforbes,penev92,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.939,0.916,477,3242
chrisforbes,jabbink,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.939,1.0,477,34
jabbink,obrakmann,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,0.929,34,4008
chrisforbes,obrakmann,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.939,0.929,477,4008
pevers,Phrohdoh,3,0,0,0,0.75,0.0,0.0,0.0,5,1,0.711,0.932,62,2214
penev92,Phrohdoh,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.916,0.932,3242,2214
jabbink,Phrohdoh,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,0.932,34,2214
obrakmann,Phrohdoh,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.929,0.932,4008,2214
chrisforbes,Phrohdoh,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.939,0.932,477,2214
karona75,xan2622,3,0,0,0,1.0,0.0,0.0,0.0,4,1,0.0,0.893,5,312
Unit158,xan2622,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.949,0.893,687,312
karona75,Unit158,3,0,0,0,1.0,0.0,0.0,0.0,4,1,0.0,0.949,5,687
jwbuurlage,Phrohdoh,1,1,0,1,0.17,0.17,0.0,0.17,5,1,0.5,0.932,3,2214
Mailaender,Phrohdoh,4,0,0,0,0.67,0.0,0.0,0.0,5,1,0.937,0.932,4977,2214
obrakmann,Phrohdoh,2,1,0,0,0.33,0.17,0.0,0.0,5,1,0.929,0.932,4008,2214
jwbuurlage,Mailaender,0,0,0,0,0.0,0.0,0.0,0.0,4,1,0.5,0.937,3,4977
jwbuurlage,obrakmann,1,1,1,0,0.25,0.25,0.25,0.0,4,1,0.5,0.929,3,4008
Mailaender,obrakmann,2,0,0,0,0.5,0.0,0.0,0.0,4,1,0.937,0.929,4977,4008
atimoschenkow,Phrohdoh,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.0,0.932,6,2214
Mailaender,Phrohdoh,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.937,0.932,4977,2214
obrakmann,Phrohdoh,1,0,0,0,0.5,0.0,0.0,0.0,3,1,0.929,0.932,4008,2214
atimoschenkow,Mailaender,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.0,0.937,6,4977
atimoschenkow,obrakmann,1,0,0,0,0.5,0.0,0.0,0.0,3,1,0.0,0.929,6,4008
Mailaender,obrakmann,1,0,1,0,0.5,0.0,0.5,0.0,3,1,0.937,0.929,4977,4008
jabbink,pevers,0,0,0,0,0.0,0.0,0.0,0.0,3,1,1.0,0.711,34,62
penev92,pevers,1,0,1,0,1.0,0.0,1.0,0.0,2,1,0.916,0.711,3242,62
jabbink,penev92,0,0,0,0,0.0,0.0,0.0,0.0,3,1,1.0,0.916,34,3242
karona75,xan2622,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.0,0.893,5,312
obrakmann,xan2622,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.929,0.893,4008,312
LipkeGu,xan2622,4,0,0,0,1.0,0.0,0.0,0.0,4,1,0.928,0.893,609,312
karona75,obrakmann,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.0,0.929,5,4008
LipkeGu,obrakmann,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.928,0.929,609,4008
karona75,LipkeGu,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.0,0.928,5,609
penev92,Phrohdoh,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.916,0.932,3242,2214
Mailaender,Phrohdoh,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.937,0.932,4977,2214
DaveAxiom,Phrohdoh,1,0,0,0,0.5,0.0,0.0,0.0,3,1,1.0,0.932,5,2214
Micr0Bit,Phrohdoh,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.897,0.932,953,2214
Mailaender,penev92,4,0,0,0,1.0,0.0,0.0,0.0,4,1,0.937,0.916,4977,3242
DaveAxiom,penev92,2,0,0,0,0.5,0.0,0.0,0.0,4,1,1.0,0.916,5,3242
Micr0Bit,penev92,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.897,0.916,953,3242
DaveAxiom,Mailaender,2,0,0,0,0.5,0.0,0.0,0.0,4,1,1.0,0.937,5,4977
Phrohdoh,Unit158,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.932,0.949,2214,687
penev92,Unit158,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.916,0.949,3242,687
Mailaender,Unit158,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.937,0.949,4977,687
DaveAxiom,Unit158,1,0,0,1,0.5,0.0,0.0,0.5,3,1,1.0,0.949,5,687
Micr0Bit,Unit158,1,0,0,1,1.0,0.0,0.0,1.0,2,1,0.897,0.949,953,687
Mailaender,Micr0Bit,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.937,0.897,4977,953
DaveAxiom,Micr0Bit,1,0,0,1,0.5,0.0,0.0,0.5,3,1,1.0,0.897,5,953
Computerfreaked,pchote,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.857,0.939,16,7212
pchote,rmoriz,4,0,0,0,1.0,0.0,0.0,0.0,5,1,0.939,0.8,7212,2
Mailaender,penev92,6,0,0,0,1.0,0.0,0.0,0.0,5,1,0.937,0.916,4977,3242
MustaphaTR,penev92,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.951,0.916,944,3242
pchote,penev92,6,0,0,0,1.0,0.0,0.0,0.0,5,1,0.939,0.916,7212,3242
Mailaender,xan2622,3,0,0,0,1.0,0.0,0.0,0.0,4,1,0.937,0.893,4977,312
penev92,xan2622,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.916,0.893,3242,312
MustaphaTR,xan2622,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.951,0.893,944,312
pchote,xan2622,3,0,0,0,1.0,0.0,0.0,0.0,4,1,0.939,0.893,7212,312
Mailaender,MustaphaTR,3,0,0,0,1.0,0.0,0.0,0.0,4,1,0.937,0.951,4977,944
Mailaender,pchote,9,0,0,0,1.0,0.0,0.0,0.0,6,1,0.937,0.939,4977,7212
MustaphaTR,pchote,3,0,0,0,1.0,0.0,0.0,0.0,4,1,0.951,0.939,944,7212
chrisforbes,Nelax,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.939,0.864,477,119
Computerfreaked,Nelax,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.857,0.864,16,119
chrisforbes,Computerfreaked,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.939,0.857,477,16
Nelax,obrakmann,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.864,0.929,119,4008
chrisforbes,obrakmann,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.939,0.929,477,4008
Computerfreaked,obrakmann,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.857,0.929,16,4008
Computerfreaked,Nelax,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.857,0.864,16,119
Nelax,obrakmann,2,0,0,2,0.33,0.0,0.0,0.33,5,1,0.864,0.929,119,4008
Computerfreaked,obrakmann,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.857,0.929,16,4008
Nelax,Unit158,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.864,0.949,119,687
Computerfreaked,Unit158,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.857,0.949,16,687
obrakmann,Unit158,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.929,0.949,4008,687
pchote,Phrohdoh,2,0,0,0,0.5,0.0,0.0,0.0,4,1,0.939,0.932,7212,2214
Mailaender,Phrohdoh,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.937,0.932,4977,2214
penev92,Phrohdoh,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.916,0.932,3242,2214
Mailaender,pchote,1,0,0,0,0.5,0.0,0.0,0.0,3,1,0.937,0.939,4977,7212
pchote,penev92,1,0,0,0,0.5,0.0,0.0,0.0,3,1,0.939,0.916,7212,3242
Mailaender,penev92,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.937,0.916,4977,3242
Phrohdoh,rappo,0,0,0,0,0.0,0.0,0.0,0.0,4,1,0.932,0.0,2214,4
pchote,rappo,0,2,0,0,0.0,0.5,0.0,0.0,4,1,0.939,0.0,7212,4
Mailaender,rappo,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.937,0.0,4977,4
penev92,rappo,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.916,0.0,3242,4
pchote,Phrohdoh,4,0,0,0,0.67,0.0,0.0,0.0,7,1,0.939,0.932,7212,2214
Mailaender,Phrohdoh,5,0,0,0,0.83,0.0,0.0,0.0,7,1,0.937,0.932,4977,2214
penev92,Phrohdoh,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.916,0.932,3242,2214
Mailaender,pchote,21,1,0,1,0.58,0.03,0.0,0.03,12,1,0.937,0.939,4977,7212
pchote,penev92,8,0,0,0,0.67,0.0,0.0,0.0,8,1,0.939,0.916,7212,3242
Mailaender,penev92,10,0,0,0,0.83,0.0,0.0,0.0,8,1,0.937,0.916,4977,3242
ghost,ihptru,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.905,1.0,670,64
ihptru,obrakmann,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,0.929,64,4008
Mailaender,obrakmann,3,0,0,0,0.75,0.0,0.0,0.0,5,1,0.937,0.929,4977,4008
ghost,obrakmann,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.905,0.929,670,4008
ihptru,pchote,2,0,0,0,1.0,0.0,0.0,0.0,3,1,1.0,0.939,64,7212
obrakmann,pchote,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.929,0.939,4008,7212
Mailaender,pchote,6,0,0,0,0.75,0.0,0.0,0.0,6,1,0.937,0.939,4977,7212
ghost,pchote,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.905,0.939,670,7212
ihptru,Mailaender,3,0,0,0,0.75,0.0,0.0,0.0,5,1,1.0,0.937,64,4977
ghost,Mailaender,1,0,1,0,0.25,0.0,0.25,0.0,5,1,0.905,0.937,670,4977
ihptru,SoScared,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,0.874,64,471
obrakmann,SoScared,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.929,0.874,4008,471
pchote,SoScared,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.939,0.874,7212,471
Mailaender,SoScared,3,0,0,0,0.75,0.0,0.0,0.0,5,1,0.937,0.874,4977,471
ghost,SoScared,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.905,0.874,670,471
Mailaender,pchote,8,0,0,0,0.67,0.0,0.0,0.0,7,1,0.937,0.939,4977,7212
obrakmann,pchote,6,0,0,0,0.67,0.0,0.0,0.0,6,1,0.929,0.939,4008,7212
Mailaender,obrakmann,12,0,0,0,1.0,0.0,0.0,0.0,7,1,0.937,0.929,4977,4008
Mailaender,Nelax,9,0,0,0,1.0,0.0,0.0,0.0,10,1,0.937,0.864,4977,119
Mailaender,pchote,63,0,0,0,1.0,0.0,0.0,0.0,16,1,0.937,0.939,4977,7212
Nelax,pchote,7,0,0,0,1.0,0.0,0.0,0.0,8,1,0.864,0.939,119,7212
obrakmann,pchote,0,0,0,0,0.0,0.0,0.0,0.0,9,1,0.929,0.939,4008,7212
Mailaender,reaperrr,9,0,0,0,1.0,0.0,0.0,0.0,10,1,0.937,0.956,4977,3279
Nelax,reaperrr,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.864,0.956,119,3279
pchote,reaperrr,7,0,0,0,1.0,0.0,0.0,0.0,8,1,0.939,0.956,7212,3279
obrakmann,reaperrr,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.929,0.956,4008,3279
Mailaender,obrakmann,0,0,0,0,0.0,0.0,0.0,0.0,11,1,0.937,0.929,4977,4008
Nelax,obrakmann,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.864,0.929,119,4008
abcdefg30,Mailaender,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.828,0.937,3749,4977
Phrohdoh,Smith00101010,8,0,0,0,0.89,0.0,0.0,0.0,10,1,0.932,1.0,2214,6
Mailaender,Smith00101010,40,0,0,0,0.89,0.0,0.0,0.0,14,1,0.937,1.0,4977,6
obrakmann,Smith00101010,19,0,0,3,0.42,0.0,0.0,0.07,14,1,0.929,1.0,4008,6
pchote,Smith00101010,8,0,0,0,0.89,0.0,0.0,0.0,10,1,0.939,1.0,7212,6
abcdefg30,Smith00101010,8,0,0,0,0.89,0.0,0.0,0.0,10,1,0.828,1.0,3749,6
