name,density,length
gnossen_lidizheng,0.4166666666666667,5.0
googlebot_grpc-kokoro,0.7844827586206896,91.0
googlebot_grpc-testing,0.9230769230769231,24.0
googlebot_jboeuf,0.2222222222222222,6.0
googlebot_jcanizales,0.27419354838709675,17.0
googlebot_jtattermusch,0.27692307692307694,36.0
googlebot_kpayson64,0.13157894736842105,10.0
googlebot_murgatroid99,0.3037037037037037,41.0
googlebot_nathanielmanistaatgoogle,0.16296296296296298,22.0
googlebot_nicolasnoble,0.36,45.0
googlebot_soltanmm,0.18095238095238095,19.0
googlebot_stanley-cheung,0.16,20.0
googlebot_tbetbetbe,0.3055555555555556,11.0
googlebot_thinkerou,0.07142857142857142,5.0
googlebot_vjpai,0.15671641791044777,21.0
googlebot_y-zeng,0.11666666666666667,7.0
googlebot_yang-g,0.1415929203539823,16.0
grpc-kokoro_grpc-testing,1.0454545454545454,23.0
grpc-kokoro_jboeuf,0.18478260869565216,17.0
grpc-kokoro_jcanizales,0.20689655172413793,18.0
grpc-kokoro_jiangtaoli2016,0.4090909090909091,9.0
grpc-kokoro_jskeet,0.09836065573770492,6.0
grpc-kokoro_jtattermusch,0.5108695652173914,47.0
grpc-kokoro_kpayson64,0.2698412698412698,17.0
grpc-kokoro_larsonmpdx,0.1724137931034483,5.0
grpc-kokoro_makdharma,0.20754716981132076,11.0
grpc-kokoro_markdroth,0.9230769230769231,24.0
grpc-kokoro_matt-kwong,0.65625,21.0
grpc-kokoro_mehrdada,0.5909090909090909,13.0
grpc-kokoro_murgatroid99,0.5510204081632653,54.0
grpc-kokoro_muxi,0.5,23.0
grpc-kokoro_nathanielmanistaatgoogle,0.22935779816513763,25.0
grpc-kokoro_ncteisen,0.92,23.0
grpc-kokoro_nicolasnoble,0.3559322033898305,42.0
grpc-kokoro_rjshade,0.12727272727272726,7.0
grpc-kokoro_soltanmm,0.3870967741935484,12.0
grpc-kokoro_sreecha,0.2391304347826087,22.0
grpc-kokoro_stanley-cheung,0.35294117647058826,36.0
grpc-kokoro_thinkerou,0.21428571428571427,15.0
grpc-kokoro_vjpai,0.43010752688172044,40.0
grpc-kokoro_xyzzyz,0.1724137931034483,5.0
grpc-kokoro_y-zeng,0.36363636363636365,24.0
grpc-kokoro_yang-g,0.3425925925925926,37.0
grpc-kokoro_yashykt,0.5,5.0
grpc-kokoro_yongni,0.3181818181818182,7.0
grpc-testing_ZhouyihaiDing,0.25862068965517243,15.0
grpc-testing_hcaseyal,0.6388888888888888,23.0
grpc-testing_jboeuf,0.23404255319148937,11.0
grpc-testing_jiangtaoli2016,0.36046511627906974,31.0
grpc-testing_jtattermusch,0.7816091954022989,68.0
grpc-testing_kpayson64,0.5,31.0
grpc-testing_lidizheng,1.1,11.0
grpc-testing_markdroth,0.7701149425287356,67.0
grpc-testing_matt-kwong,0.5625,36.0
grpc-testing_mehrdada,0.6363636363636364,49.0
grpc-testing_mhaidrygoog,0.3333333333333333,5.0
grpc-testing_murgatroid99,0.3815789473684211,29.0
grpc-testing_muxi,0.5348837209302325,46.0
grpc-testing_nathanielmanistaatgoogle,0.20987654320987653,17.0
grpc-testing_ncteisen,0.686046511627907,59.0
grpc-testing_nicolasnoble,0.5176470588235295,44.0
grpc-testing_soheilhy,0.6666666666666666,8.0
grpc-testing_sreecha,0.4050632911392405,32.0
grpc-testing_srini100,0.525,21.0
grpc-testing_stanley-cheung,0.24691358024691357,20.0
grpc-testing_thelinuxfoundation,0.6,33.0
grpc-testing_vjpai,0.632183908045977,55.0
grpc-testing_y-zeng,0.4090909090909091,18.0
grpc-testing_yang-g,0.5517241379310345,48.0
grpc-testing_yashykt,0.6533333333333333,49.0
grpc-testing_yihuazhang,0.43103448275862066,25.0
gwvo_yang-g,0.23809523809523808,5.0
haberman_nathanielmanistaatgoogle,0.056179775280898875,5.0
hcaseyal_jtattermusch,0.16666666666666666,5.0
hcaseyal_markdroth,0.17142857142857143,6.0
hcaseyal_ncteisen,0.4090909090909091,9.0
hcaseyal_nicolasnoble,0.1724137931034483,5.0
hcaseyal_yashykt,0.1794871794871795,7.0
hsaliak_jboeuf,0.1282051282051282,5.0
hsaliak_jcanizales,0.15254237288135594,9.0
hsaliak_jtattermusch,0.043795620437956206,6.0
hsaliak_kpayson64,0.09782608695652174,9.0
hsaliak_mehrdada,0.07042253521126761,5.0
hsaliak_murgatroid99,0.09090909090909091,12.0
hsaliak_nathanielmanistaatgoogle,0.12389380530973451,14.0
hsaliak_nicolasnoble,0.07936507936507936,10.0
hsaliak_soltanmm,0.23076923076923078,6.0
hsaliak_vjpai,0.05970149253731343,8.0
jayantkolhe_jcanizales,0.07042253521126761,5.0
jayantkolhe_murgatroid99,0.0684931506849315,5.0
jayantkolhe_nathanielmanistaatgoogle,0.07142857142857142,7.0
jboeuf_jcanizales,0.12244897959183673,12.0
jboeuf_jtattermusch,0.15172413793103448,22.0
jboeuf_markdroth,0.1839080459770115,16.0
jboeuf_murgatroid99,0.1590909090909091,21.0
jboeuf_nathanielmanistaatgoogle,0.08917197452229299,14.0
jboeuf_nicolasnoble,0.2558139534883721,33.0
jboeuf_soltanmm,0.21212121212121213,7.0
jboeuf_vjpai,0.05844155844155844,9.0
jboeuf_yang-g,0.20437956204379562,28.0
jcanizales_jtattermusch,0.3275862068965517,19.0
jcanizales_makdharma,0.31343283582089554,21.0
jcanizales_murgatroid99,0.3116883116883117,24.0
jcanizales_muxi,0.2,18.0
jcanizales_nathanielmanistaatgoogle,0.08860759493670886,7.0
jcanizales_nicolasnoble,0.21428571428571427,21.0
jcanizales_pquerna,0.5454545454545454,6.0
jcanizales_soltanmm,0.13114754098360656,8.0
jcanizales_yang-g,0.21428571428571427,12.0
jgeewax_soltanmm,0.15151515151515152,5.0
jiangtaoli2016_markdroth,0.16666666666666666,17.0
jiangtaoli2016_nicolasnoble,0.14893617021276595,7.0
jiangtaoli2016_yihuazhang,0.13953488372093023,12.0
jskeet_jtattermusch,0.24561403508771928,42.0
jskeet_kkm000,0.045454545454545456,7.0
jtattermusch_JunTaoLuo,0.5454545454545454,6.0
jtattermusch_ZhouyihaiDing,0.21052631578947367,8.0
jtattermusch_kkm000,0.10416666666666667,20.0
jtattermusch_kpayson64,0.24545454545454545,27.0
jtattermusch_lidizheng,0.5555555555555556,10.0
jtattermusch_makdharma,0.1746031746031746,11.0
jtattermusch_markdroth,0.15079365079365079,19.0
jtattermusch_matt-kwong,0.4835164835164835,44.0
jtattermusch_mehrdada,0.3611111111111111,39.0
jtattermusch_menghanl,0.04065040650406504,5.0
jtattermusch_murgatroid99,0.35784313725490197,73.0
jtattermusch_muxi,0.20161290322580644,25.0
jtattermusch_nathanielmanistaatgoogle,0.19642857142857142,33.0
jtattermusch_ncteisen,0.30973451327433627,35.0
jtattermusch_nicolasnoble,0.3302325581395349,71.0
jtattermusch_soltanmm,0.43103448275862066,25.0
jtattermusch_sreecha,0.1935483870967742,30.0
jtattermusch_srini100,0.15789473684210525,6.0
jtattermusch_stanley-cheung,0.20408163265306123,40.0
jtattermusch_tbetbetbe,0.19444444444444445,7.0
jtattermusch_thelinuxfoundation,0.29577464788732394,21.0
jtattermusch_vadimi,0.1,7.0
jtattermusch_vjpai,0.25773195876288657,50.0
jtattermusch_y-zeng,0.12871287128712872,13.0
jtattermusch_yang-g,0.21428571428571427,42.0
jtattermusch_yashykt,0.3950617283950617,32.0
jtattermusch_yihuazhang,0.16666666666666666,5.0
kpayson64_markdroth,0.20754716981132076,11.0
kpayson64_matt-kwong,0.0967741935483871,6.0
kpayson64_mehrdada,0.45161290322580644,14.0
kpayson64_murgatroid99,0.09345794392523364,10.0
kpayson64_nathanielmanistaatgoogle,0.415929203539823,47.0
kpayson64_ncteisen,0.09090909090909091,8.0
kpayson64_nicolasnoble,0.11650485436893204,12.0
kpayson64_soltanmm,1.0,12.0
kpayson64_soltanmm-google,0.29411764705882354,5.0
kpayson64_sreecha,0.09734513274336283,11.0
kpayson64_thunderboltsid,0.3076923076923077,8.0
kpayson64_vjpai,0.06896551724137931,8.0
leifurhauks_nathanielmanistaatgoogle,0.5555555555555556,5.0
lidizheng_mehrdada,0.5652173913043478,13.0
lidizheng_nicolasnoble,0.22727272727272727,5.0
lidizheng_srini100,0.30434782608695654,7.0
makdharma_murgatroid99,0.08928571428571429,5.0
makdharma_muxi,0.25,12.0
makdharma_ncteisen,0.3333333333333333,5.0
makdharma_nicolasnoble,0.15217391304347827,7.0
makdharma_yang-g,0.175,7.0
markdroth_muxi,0.07446808510638298,7.0
markdroth_ncteisen,0.3263157894736842,31.0
markdroth_nicolasnoble,0.11023622047244094,14.0
markdroth_soheilhy,0.3333333333333333,8.0
markdroth_sreecha,0.11711711711711711,13.0
markdroth_thelinuxfoundation,0.09859154929577464,7.0
markdroth_vjpai,0.17518248175182483,24.0
markdroth_y-zeng,0.2923076923076923,19.0
markdroth_yang-g,0.09701492537313433,13.0
markdroth_yashykt,0.23333333333333334,21.0
markdroth_yihuazhang,0.2876712328767123,21.0
marshauf_murgatroid99,0.8333333333333334,5.0
matt-kwong_mehrdada,0.37037037037037035,10.0
matt-kwong_murgatroid99,0.09876543209876543,8.0
matt-kwong_muxi,0.10112359550561797,9.0
matt-kwong_nathanielmanistaatgoogle,0.12121212121212122,8.0
matt-kwong_ncteisen,0.15625,10.0
matt-kwong_nicolasnoble,0.0945945945945946,7.0
matt-kwong_vjpai,0.10869565217391304,5.0
mehrdada_ZhouyihaiDing,0.17647058823529413,6.0
mehrdada_murgatroid99,0.14285714285714285,5.0
mehrdada_nathanielmanistaatgoogle,0.39325842696629215,35.0
mehrdada_ncteisen,0.0847457627118644,5.0
mehrdada_nicolasnoble,0.225,18.0
mehrdada_srini100,0.25,10.0
mehrdada_theacodes,0.1935483870967742,6.0
mehrdada_thelinuxfoundation,0.13043478260869565,9.0
mehrdada_vjpai,0.07142857142857142,7.0
murgatroid99_nathanielmanistaatgoogle,0.17006802721088435,25.0
murgatroid99_nicolasnoble,0.3033175355450237,64.0
murgatroid99_paralin,0.22857142857142856,8.0
murgatroid99_soltanmm,0.31343283582089554,21.0
murgatroid99_sreecha,0.041666666666666664,6.0
murgatroid99_stanley-cheung,0.24390243902439024,30.0
murgatroid99_stephenplusplus,0.14414414414414414,16.0
murgatroid99_sulliwane,0.5,5.0
murgatroid99_tbetbetbe,0.35555555555555557,16.0
murgatroid99_tejasmanohar,0.16216216216216217,6.0
murgatroid99_vjpai,0.08843537414965986,13.0
murgatroid99_yang-g,0.1774193548387097,22.0
muxi_nathanielmanistaatgoogle,0.08928571428571429,5.0
muxi_ncteisen,0.10344827586206896,9.0
muxi_nicolasnoble,0.1044776119402985,14.0
muxi_srini100,0.10344827586206896,6.0
muxi_vjpai,0.06611570247933884,8.0
muxi_wilhuff,0.09090909090909091,7.0
muxi_yang-g,0.060240963855421686,5.0
nathanielmanistaatgoogle_ncteisen,0.10714285714285714,9.0
nathanielmanistaatgoogle_nicolasnoble,0.20786516853932585,37.0
nathanielmanistaatgoogle_pgrosu,0.24,6.0
nathanielmanistaatgoogle_soltanmm,0.5327102803738317,57.0
nathanielmanistaatgoogle_soltanmm-google,0.8095238095238095,17.0
nathanielmanistaatgoogle_srini100,0.19230769230769232,5.0
nathanielmanistaatgoogle_stanley-cheung,0.06363636363636363,7.0
nathanielmanistaatgoogle_theacodes,0.08695652173913043,8.0
nathanielmanistaatgoogle_thinkerou,0.20588235294117646,7.0
nathanielmanistaatgoogle_thunderboltsid,0.3783783783783784,14.0
nathanielmanistaatgoogle_vjpai,0.12307692307692308,16.0
nathanielmanistaatgoogle_yang-g,0.08441558441558442,13.0
nathanielmanistaatgoogle_zj8487,0.6,6.0
ncteisen_nicolasnoble,0.16666666666666666,10.0
ncteisen_sreecha,0.25,5.0
ncteisen_srini100,0.2,5.0
ncteisen_vjpai,0.20212765957446807,19.0
ncteisen_y-zeng,0.13157894736842105,5.0
ncteisen_yang-g,0.09183673469387756,9.0
ncteisen_yashykt,0.21621621621621623,16.0
nicolasnoble_pgrosu,0.25925925925925924,7.0
nicolasnoble_soltanmm,0.3,21.0
nicolasnoble_sreecha,0.09090909090909091,12.0
nicolasnoble_srini100,0.125,7.0
nicolasnoble_stanley-cheung,0.05128205128205128,10.0
nicolasnoble_tbetbetbe,0.3225806451612903,10.0
nicolasnoble_thelinuxfoundation,0.21052631578947367,16.0
nicolasnoble_vjpai,0.19815668202764977,43.0
nicolasnoble_y-zeng,0.1,6.0
nicolasnoble_yang-g,0.11926605504587157,26.0
nicolasnoble_yashykt,0.07936507936507936,5.0
pgrosu_soltanmm,0.21739130434782608,5.0
pgrosu_vjpai,0.18518518518518517,5.0
rjshade_yang-g,0.09523809523809523,8.0
soheilhy_vjpai,0.28,7.0
soheilhy_yashykt,0.3333333333333333,7.0
soltanmm_yang-g,0.12727272727272726,7.0
sreecha_vjpai,0.17419354838709677,27.0
sreecha_y-zeng,0.10606060606060606,7.0
sreecha_yang-g,0.09848484848484848,13.0
sreecha_yashykt,0.20454545454545456,9.0
srini100_yashykt,0.16666666666666666,9.0
stanley-cheung_ZhouyihaiDing,0.17543859649122806,10.0
stanley-cheung_tbetbetbe,0.35714285714285715,5.0
stanley-cheung_thinkerou,0.1791044776119403,12.0
stanley-cheung_yang-g,0.07407407407407407,6.0
tbetbetbe_yang-g,0.16666666666666666,5.0
thelinuxfoundation_ZhouyihaiDing,0.2,5.0
thelinuxfoundation_vjpai,0.2054794520547945,15.0
vjpai_y-zeng,0.1,9.0
vjpai_yang-g,0.21395348837209302,46.0
vjpai_yashykt,0.2619047619047619,22.0
y-zeng_yang-g,0.2289156626506024,19.0
yang-g_yashykt,0.1320754716981132,7.0
