name1,name2,period,issue_num,p1,p2
"amurienne","mrdoob","20120","1821","1","2"
"mrdoob","raghavaro","20180","1821","2","2"
"come","zz85","20120","1824","11","222"
"KingsleyTong","Mugen87","20171","1824","2","2"
"mrdoob","shaharz","20120","1830","222","1"
"ironbane","WestLangley","20120","1842","11","2"
"mrdoob","WestLangley","20120","1842","2","2"
"ironbane","mrdoob","20120","1842","11","2"
"alteredq","mrdoob","20120","1864","222","2221"
"alteredq","scottgarner","20120","1864","222","0001"
"mrdoob","scottgarner","20120","1864","2221","0001"
"maartenbreddels","mrdoob","20181","1864","202","1"
"maartenbreddels","Mugen87","20181","1864","202","201"
"mrdoob","Mugen87","20181","1864","1","201"
"alteredq","jeromeetienne","20120","1888","0","2"
"Fyrestar","WestLangley","20181","1888","20","2"
"kovleouf","mrdoob","20120","1898","02222222","222222"
"alteredq","mrdoob","20120","1898","0222222","222222"
"gero3","mrdoob","20120","1898","222","222222"
"alteredq","kovleouf","20120","1898","0222222","02222222"
"gero3","kovleouf","20120","1898","222","02222222"
"alteredq","gero3","20120","1898","0222222","222"
"cipri-tom","m-schuetz","20161","1898","11","2"
"alteredq","mrdoob","20120","1904","2","101"
"mrdoob","tomconroy","20120","1904","101","12001"
"alteredq","tomconroy","20120","1904","2","12001"
"churmstech","mrdoob","20171","1904","2","2"
"elfrank","mrdoob","20120","1908","1","21"
"alteredq","arkasia","20120","1945","221","21"
"alteredq","mrdoob","20120","1945","221","1"
"arkasia","mrdoob","20120","1945","21","1"
"andrewvarga","mrdoob","20180","1945","2","2"
"darkorbit","mrdoob","20120","1963","11","222"
"codeart1st","mrdoob","20120","2106","20","2"
"codeart1st","empaempa","20121","2106","001012122221111","1210001011"
"empaempa","mrdoob","20121","2106","1210001011","11"
"codeart1st","mrdoob","20121","2106","001012122221111","11"
"Iter-Ator","mrdoob","20121","2182","0","1122"
"jon-millett-sm","mrdoob","20121","2182","2","1122"
"motin","mrdoob","20121","2182","2","1122"
"Iter-Ator","jon-millett-sm","20121","2182","0","2"
"mrdoob","renegademaster88","20121","2182","1122","20"
"Iter-Ator","renegademaster88","20121","2182","0","20"
"jon-millett-sm","renegademaster88","20121","2182","2","20"
"pernyblom","renegademaster88","20121","2182","02","20"
"motin","renegademaster88","20121","2182","2","20"
"paulbrzeski","renegademaster88","20121","2182","20","20"
"mrdoob","pernyblom","20121","2182","1122","02"
"Iter-Ator","pernyblom","20121","2182","0","02"
"jon-millett-sm","pernyblom","20121","2182","2","02"
"motin","pernyblom","20121","2182","2","02"
"paulbrzeski","pernyblom","20121","2182","20","02"
"Iter-Ator","motin","20121","2182","0","2"
"jon-millett-sm","motin","20121","2182","2","2"
"mrdoob","paulbrzeski","20121","2182","1122","20"
"Iter-Ator","paulbrzeski","20121","2182","0","20"
"jon-millett-sm","paulbrzeski","20121","2182","2","20"
"motin","paulbrzeski","20121","2182","2","20"
"maxogden","mrdoob","20130","2182","22","2"
"mrdoob","youdoido","20121","2231","22","11"
"mrdoob","youdoido","20121","2232","22","1"
"axaq","mrdoob","20180","2232","2","2"
"mrdoob","nopjia","20121","2247","2","2"
"jacksonloper","mrdoob","20181","2247","01","2"
"makc","mrdoob","20140","2593","12222","022"
"makc","spite","20140","2593","12222","200"
"mrdoob","spite","20140","2593","022","200"
"makc","WestLangley","20151","2593","1","2"
"makc","MrBlenny","20170","2593","222","0"
"MrBlenny","tomlecoz","20170","2593","0","2"
"makc","tomlecoz","20170","2593","222","2"
"spite","tomlecoz","20170","2593","2","2"
"MrBlenny","spite","20170","2593","0","2"
"makc","spite","20170","2593","222","2"
"alteredq","mrdoob","20121","2668","222","222222"
"mrdoob","ostap1010","20121","2668","222222","112"
"alteredq","ostap1010","20121","2668","222","112"
"bhouston","mrdoob","20121","2743","21","22"
"AndrewRayCode","bartmcleod","20170","2743","2","21"
"alteredq","mrdoob","20121","2789","1","20"
"mrdoob","varomix","20121","2789","20","11"
"alteredq","varomix","20121","2789","1","11"
"mrdoob","psicomante","20161","2789","2","2"
"EskelCz","psicomante","20161","2789","12","2"
"EskelCz","mrdoob","20161","2789","12","2"
"looeee","Raincle","20170","2789","00","20"
"mrdoob","Raincle","20170","2789","21222","20"
"feiss","Raincle","20170","2789","0","20"
"fernandojsg","Raincle","20170","2789","1","20"
"FeaturedSpace","Raincle","20170","2789","22","20"
"feiss","looeee","20170","2789","0","00"
"fernandojsg","looeee","20170","2789","1","00"
"FeaturedSpace","looeee","20170","2789","22","00"
"looeee","mrdoob","20170","2789","00","21222"
"feiss","mrdoob","20170","2789","0","21222"
"fernandojsg","mrdoob","20170","2789","1","21222"
"FeaturedSpace","mrdoob","20170","2789","22","21222"
"FeaturedSpace","feiss","20170","2789","22","0"
"feiss","fernandojsg","20170","2789","0","1"
"FeaturedSpace","fernandojsg","20170","2789","22","1"
"Raincle","WestLangley","20170","2789","20","0"
"looeee","WestLangley","20170","2789","00","0"
"mrdoob","WestLangley","20170","2789","21222","0"
"feiss","WestLangley","20170","2789","0","0"
"fernandojsg","WestLangley","20170","2789","1","0"
"FeaturedSpace","WestLangley","20170","2789","22","0"
"Raincle","wrr","20170","2789","20","2"
"looeee","wrr","20170","2789","00","2"
"mrdoob","wrr","20170","2789","21222","2"
"feiss","wrr","20170","2789","0","2"
"fernandojsg","wrr","20170","2789","1","2"
"WestLangley","wrr","20170","2789","0","2"
"FeaturedSpace","wrr","20170","2789","22","2"
"harold","mrdoob","20130","2916","211","22"
"dubejf","mrdoob","20151","2916","22222","2"
"harold","WestLangley","20170","2916","1","2"
"mrdoob","trusktr","20180","2916","2222","02222202"
"trusktr","WestLangley","20180","2916","02222202","2"
"mrdoob","WestLangley","20180","2916","2222","2"
"gero3","jdolan","20130","2947","2","2"
"bhouston","jdolan","20130","2947","22","2"
"bhouston","gero3","20130","2947","22","2"
"bhouston","mrdoob","20130","2954","0012","202"
"crobi","mrdoob","20130","2954","0112222","202"
"gero3","mrdoob","20130","2954","0","202"
"lukyer","mrdoob","20130","2954","1","202"
"arcanis","mrdoob","20130","2954","2","202"
"arcanis","bhouston","20130","2954","2","0012"
"bhouston","crobi","20130","2954","0012","0112222"
"arcanis","crobi","20130","2954","2","0112222"
"bhouston","gero3","20130","2954","0012","0"
"crobi","gero3","20130","2954","0112222","0"
"arcanis","gero3","20130","2954","2","0"
"mrdoob","reddozen","20130","2954","202","22"
"bhouston","reddozen","20130","2954","0012","22"
"crobi","reddozen","20130","2954","0112222","22"
"gero3","reddozen","20130","2954","0","22"
"lukyer","reddozen","20130","2954","1","22"
"arcanis","reddozen","20130","2954","2","22"
"bhouston","lukyer","20130","2954","0012","1"
"crobi","lukyer","20130","2954","0112222","1"
"gero3","lukyer","20130","2954","0","1"
"arcanis","lukyer","20130","2954","2","1"
"crobi","mrdoob","20141","2954","22","2"
"lukyer","mrdoob","20141","2954","0","2"
"crobi","lukyer","20141","2954","22","0"
"crobi","reddozen","20141","2954","22","0"
"mrdoob","reddozen","20141","2954","2","0"
"lukyer","reddozen","20141","2954","0","0"
"K1ll3rF0x","luckyllama","20130","2963","2","0"
"crobi","luckyllama","20130","2963","2","0"
"crobi","K1ll3rF0x","20130","2963","2","2"
"crobi","finervision","20131","2963","0","2"
"gero3","mrdoob","20130","2969","2","02"
"0xor1","mrdoob","20130","2969","021","02"
"0xor1","gero3","20130","2969","021","2"
"bhouston","WestLangley","20130","3018","222011","1"
"gero3","WestLangley","20130","3018","2","1"
"sole","WestLangley","20130","3018","022","1"
"mrdoob","WestLangley","20130","3018","222","1"
"bhouston","gero3","20130","3018","222011","2"
"bhouston","sole","20130","3018","222011","022"
"gero3","sole","20130","3018","2","022"
"mrdoob","sole","20130","3018","222","022"
"bhouston","mrdoob","20130","3018","222011","222"
"gero3","mrdoob","20130","3018","2","222"
"bhouston","zz85","20130","3018","222011","0"
"WestLangley","zz85","20130","3018","1","0"
"gero3","zz85","20130","3018","2","0"
"sole","zz85","20130","3018","022","0"
"mrdoob","zz85","20130","3018","222","0"
"eXacto","mrdoob","20130","3032","2","2"
"chmp","mrdoob","20130","3032","2","2"
"chmp","eXacto","20130","3032","2","2"
"donmccurdy","shelbyspeegle","20180","3041","1","2"
"evillemez","mrdoob","20130","3102","02","021"
"bhouston","mrdoob","20130","3102","22200","021"
"mrdoob","zz85","20130","3102","021","020"
"evillemez","zz85","20130","3102","02","020"
"bhouston","zz85","20130","3102","22200","020"
"WestLangley","zz85","20130","3102","2","020"
"bhouston","evillemez","20130","3102","22200","02"
"mrdoob","WestLangley","20130","3102","021","2"
"evillemez","WestLangley","20130","3102","02","2"
"bhouston","WestLangley","20130","3102","22200","2"
"bhouston","PaulTondeur","20131","3102","200","101012"
"mrdoob","PaulTondeur","20131","3102","2","101012"
"PaulTondeur","SpainTrain","20131","3102","101012","22"
"bhouston","SpainTrain","20131","3102","200","22"
"mrdoob","SpainTrain","20131","3102","2","22"
"bhouston","mrdoob","20131","3102","200","2"
"ghost","mrdoob","20160","3102","21","2"
"bhouston","wizgrav","20130","3116","2220","222022"
"mrdoob","wizgrav","20130","3116","2","222022"
"bhouston","zz85","20130","3116","2220","0"
"wizgrav","zz85","20130","3116","222022","0"
"mrdoob","zz85","20130","3116","2","0"
"bhouston","mrdoob","20130","3116","2220","2"
"crobi","mohamed--abdel-maksoud","20130","3187","02","1"
"makc","titansoftime","20151","3187","22","2"
"deethee","mrdoob","20130","3223","0022","12"
"mrdoob","zz85","20130","3223","12","2"
"deethee","zz85","20130","3223","0022","2"
"alienlifeform","wivlaro","20141","3355","211","21"
"mrdoob","wysnan-wushuangqi","20130","3368","222","1"
"mrdoob","zwollander","20131","3368","211","2"
"Ganesh2","zwollander","20131","3368","1","2"
"WestLangley","zwollander","20131","3368","2","2"
"makc","zwollander","20131","3368","2222","2"
"Ganesh2","mrdoob","20131","3368","1","211"
"makc","mrdoob","20131","3368","2222","211"
"mrdoob","WestLangley","20131","3368","211","2"
"Ganesh2","WestLangley","20131","3368","1","2"
"makc","WestLangley","20131","3368","2222","2"
"Ganesh2","makc","20131","3368","1","2222"
"Mugen87","RajatParihar17","20180","3368","2","2"
"timo22345","WestLangley","20130","3386","100022212200012","2200102"
"leonbloy","WestLangley","20130","3386","2","2200102"
"nicholaswmin","WestLangley","20130","3386","22","2200102"
"obidobi","WestLangley","20130","3386","2000","2200102"
"leonbloy","timo22345","20130","3386","2","100022212200012"
"nicholaswmin","timo22345","20130","3386","22","100022212200012"
"obidobi","timo22345","20130","3386","2000","100022212200012"
"leonbloy","nicholaswmin","20130","3386","2","22"
"leonbloy","obidobi","20130","3386","2","2000"
"nicholaswmin","obidobi","20130","3386","22","2000"
"WestLangley","zz85","20130","3386","2200102","0"
"timo22345","zz85","20130","3386","100022212200012","0"
"leonbloy","zz85","20130","3386","2","0"
"nicholaswmin","zz85","20130","3386","22","0"
"obidobi","zz85","20130","3386","2000","0"
"bhouston","WestLangley","20130","3401","1022","02"
"mrdoob","WestLangley","20130","3401","022","02"
"bhouston","mrdoob","20130","3401","1022","022"
"bhouston","mrdoob","20130","3403","2","222"
"bhouston","gero3","20130","3420","222212","00"
"bhouston","mrdoob","20130","3420","222212","2202"
"gero3","mrdoob","20130","3420","00","2202"
"arodic","gero3","20130","3442","2","2"
"gero3","mrdoob","20130","3442","2","121"
"arodic","mrdoob","20130","3442","2","121"
"holoduke","mrdoob","20130","3490","12","22"
"mrdoob","WestLangley","20130","3490","22","2"
"holoduke","WestLangley","20130","3490","12","2"
"Popov72","WestLangley","20130","3490","2","2"
"mrdoob","Popov72","20130","3490","22","2"
"holoduke","Popov72","20130","3490","12","2"
"donmccurdy","Edassap","20181","3490","2","2"
"jamespacileo","mrdoob","20130","3600","22","22"
"gero3","mrdoob","20130","3600","2","22"
"gero3","jamespacileo","20130","3600","2","22"
"mrdoob","oberstet","20131","3600","2","2"
"arodic","buffaly","20131","3662","2","02222222212111"
"bsenftner","buffaly","20131","3662","2","02222222212111"
"arodic","mrdoob","20131","3662","2","22222"
"buffaly","mrdoob","20131","3662","02222222212111","22222"
"GuyGood","mrdoob","20131","3662","0","22222"
"bsenftner","mrdoob","20131","3662","2","22222"
"arodic","GuyGood","20131","3662","2","0"
"buffaly","GuyGood","20131","3662","02222222212111","0"
"bsenftner","GuyGood","20131","3662","2","0"
"arodic","WestLangley","20131","3662","2","02"
"buffaly","WestLangley","20131","3662","02222222212111","02"
"mrdoob","WestLangley","20131","3662","22222","02"
"GuyGood","WestLangley","20131","3662","0","02"
"stephomi","WestLangley","20131","3662","20","02"
"StephenHopkins","WestLangley","20131","3662","2222","02"
"bsenftner","WestLangley","20131","3662","2","02"
"arodic","stephomi","20131","3662","2","20"
"buffaly","stephomi","20131","3662","02222222212111","20"
"mrdoob","stephomi","20131","3662","22222","20"
"GuyGood","stephomi","20131","3662","0","20"
"StephenHopkins","stephomi","20131","3662","2222","20"
"bsenftner","stephomi","20131","3662","2","20"
"arodic","StephenHopkins","20131","3662","2","2222"
"buffaly","StephenHopkins","20131","3662","02222222212111","2222"
"mrdoob","StephenHopkins","20131","3662","22222","2222"
"GuyGood","StephenHopkins","20131","3662","0","2222"
"bsenftner","StephenHopkins","20131","3662","2","2222"
"arodic","bsenftner","20131","3662","2","2"
"GuyGood","mrdoob","20131","3670","11111","2"
"mrdoob","WestLangley","20131","3670","2","22"
"GuyGood","WestLangley","20131","3670","11111","22"
"mrdoob","zz85","20131","3670","2","2"
"GuyGood","zz85","20131","3670","11111","2"
"WestLangley","zz85","20131","3670","22","2"
"bartmcleod","WestLangley","20170","3670","21222202","20"
"GuyGood","WestLangley","20170","3670","2","20"
"bartmcleod","GuyGood","20170","3670","21222202","2"
"bartmcleod","danidr","20180","3670","211","111"
"danidr","WestLangley","20180","3670","111","02"
"bartmcleod","WestLangley","20180","3670","211","02"
"Ni55aN","WestLangley","20180","3670","22","02"
"danidr","Ni55aN","20180","3670","111","22"
"bartmcleod","Ni55aN","20180","3670","211","22"
"DavidSouther","mrdoob","20131","3683","1","2"
"mrdoob","thekonz","20131","3683","2","2"
"DavidSouther","thekonz","20131","3683","1","2"
"mrdoob","t-oster","20160","3683","22","01"
"mrdoob","rastafermo","20131","3736","2","222"
"mypuem","rastafermo","20131","3736","2","222"
"mrdoob","mypuem","20131","3736","2","2"
"Mugen87","rastafermo","20170","3736","220","1"
