"name1","name2","period","issue_num","p1","p2"
"Carreau","ipython","20161","17","1","2"
"Carreau","Drekin","20161","17","1","2200"
"ipython","takluyver","20100","17","2","222"
"Drekin","takluyver","20141","17","2200","222"
"fperez","takluyver","20141","17","2","222"
"Carreau","takluyver","20161","17","1","222"
"Drekin","fperez","20141","17","2200","2"
"Carreau","fperez","20161","17","1","2"
"fperez","minrk","20111","19","0","2"
"fperez","minrk","20140","19","2","2"
"fperez","ipython","20110","20","0","2"
"asmeurer","ipython","20111","21","2202022","2"
"boxed","ipython","20130","21","2","2"
"Carreau","ipython","20130","21","1","2"
"Carreau","ipython","20170","21","2","2"
"cottrell","ipython","20180","21","2","2"
"ipython","minrk","20100","21","2","0222"
"asmeurer","minrk","20111","21","2202022","0222"
"boxed","minrk","20130","21","2","0222"
"Carreau","minrk","20130","21","1","0222"
"Carreau","minrk","20170","21","2","0222"
"cottrell","minrk","20180","21","2","0222"
"asmeurer","boxed","20111","21","2202022","2"
"asmeurer","Carreau","20111","21","2202022","1"
"boxed","Carreau","20130","21","2","1"
"asmeurer","Carreau","20111","21","2202022","2"
"boxed","Carreau","20130","21","2","2"
"asmeurer","cottrell","20111","21","2202022","2"
"boxed","cottrell","20130","21","2","2"
"Carreau","cottrell","20130","21","1","2"
"Carreau","cottrell","20170","21","2","2"
"ipython","takluyver","20100","21","2","2"
"asmeurer","takluyver","20111","21","2202022","2"
"minrk","takluyver","20111","21","0222","2"
"boxed","takluyver","20130","21","2","2"
"Carreau","takluyver","20130","21","1","2"
"Carreau","takluyver","20170","21","2","2"
"cottrell","takluyver","20180","21","2","2"
"fperez","takluyver","20111","22","22011","2"
"paykroyd","takluyver","20111","22","22","2"
"fperez","takluyver","20111","22","22011","2"
"paykroyd","takluyver","20111","22","22","2"
"fperez","paykroyd","20111","22","22011","22"
"fperez","minrk","20101","23","2","2"
"fperez","minrk","20101","23","2","2"
"fperez","ipython","20110","24","0","111012111012"
"fperez","ipython","20101","25","022","22220222000022221"
"ipython","takluyver","20100","25","22220222000022221","2"
"fperez","takluyver","20101","25","022","2"
"jrus","takluyver","20110","25","2","2"
"minrk","takluyver","20110","25","2","2"
"ipython","jrus","20100","25","22220222000022221","2"
"fperez","jrus","20101","25","022","2"
"ipython","minrk","20100","25","22220222000022221","2"
"fperez","minrk","20101","25","022","2"
"jrus","minrk","20110","25","2","2"
"ellisonbg","takluyver","20110","26","2","2"
"minrk","takluyver","20110","26","2","2"
"ellisonbg","minrk","20110","26","2","2"
"fperez","takluyver","20110","27","1","2"
"fperez","ipython","20110","29","10011","222022"
"dwf","ipython","20110","29","2","222022"
"ipython","minrk","20100","29","222022","0222"
"fperez","minrk","20110","29","10011","0222"
"dwf","minrk","20110","29","2","0222"
"dwf","fperez","20110","29","2","10011"
"ipython","takluyver","20100","29","222022","2"
"minrk","takluyver","20110","29","0222","2"
"fperez","takluyver","20110","29","10011","2"
"dwf","takluyver","20110","29","2","2"
"minrk","takluyver","20110","30","02","2"
"emaror","ipython","20110","32","2","0"
"fperez","ipython","20110","32","1","0"
"bfroehle","ipython","20120","32","2","0"
"ipython","tknbamn","20100","32","0","2"
"emaror","tknbamn","20110","32","2","2"
"fperez","tknbamn","20110","32","1","2"
"bfroehle","tknbamn","20120","32","2","2"
"bfroehle","emaror","20120","32","2","2"
"emaror","fperez","20110","32","2","1"
"bfroehle","fperez","20120","32","2","1"
"fperez","ipython","20110","33","2","2"
"ipython","takluyver","20100","33","2","2"
"fperez","takluyver","20110","33","2","2"
"ipython","Shougo","20100","35","22","0220"
"methane","Shougo","20120","35","2","0220"
"minrk","Shougo","20150","35","2","0220"
"ipython","methane","20100","35","22","2"
"ipython","minrk","20100","35","22","2"
"methane","minrk","20120","35","2","2"
"batz","ipython","20101","36","2","222"
"fperez","ipython","20101","36","1","222"
"batz","fperez","20101","36","2","1"
"fperez","ipython","20111","38","2","22202122002"
"ipython","takluyver","20100","38","22202122002","2"
"fperez","takluyver","20111","38","2","2"
"minrk","tomspur","20141","39","2","2"
"fperez","ipython","20110","40","2","2"
"ipython","takluyver","20100","40","2","2"
"fperez","takluyver","20110","40","2","2"
"Carreau","ipython","20161","42","1","2"
"fperez","ipython","20110","44","2","22"
"ipython","takluyver","20100","44","22","2"
"fperez","takluyver","20110","44","2","2"
"ipython","takluyver","20100","46","2","0"
"ellisonbg","ipython","20101","47","2","200"
"ipython","minrk","20100","48","2","2"
"ivanov","minrk","20131","48","2","2"
"ipython","ivanov","20100","48","2","2"
"ipython","takluyver","20100","51","22","2"
"ipython","takluyver","20100","53","1","2"
"minrk","takluyver","20110","53","2","2"
"ipython","minrk","20100","53","1","2"
"ipython","takluyver","20100","54","2122222","2"
"minrk","takluyver","20111","54","2","2"
"ipython","minrk","20100","54","2122222","2"
"ipython","takluyver","20100","55","2","22"
"fperez","ipython","20110","56","1","1"
"fperez","ipython","20111","57","2","22111112"
"ipython","nealmcb","20100","57","22111112","2"
"fperez","nealmcb","20111","57","2","2"
"haosdent","ipython","20130","58","2021","22210"
"ipython","xiaket","20100","58","22210","2"
"takluyver","xiaket","20110","58","222","2"
"haosdent","xiaket","20130","58","2021","2"
"takluyver","xiaket","20130","58","20","2"
"ipython","takluyver","20100","58","22210","222"
"haosdent","takluyver","20130","58","2021","222"
"ipython","takluyver","20100","58","22210","20"
"haosdent","takluyver","20130","58","2021","20"
"fperez","ipython","20110","59","22","2200"
"ipython","minrk","20100","59","2200","2"
"fperez","minrk","20110","59","22","2"
"ipython","takluyver","20100","59","2200","2"
"fperez","takluyver","20110","59","22","2"
"minrk","takluyver","20110","59","2","2"
"ipython","minrk","20100","61","22","1"
"fperez","ipython","20101","62","2","0"
"fperez","ipython","20111","62","2","0"
"daf","ipython","20120","62","010","0"
"fperez","ipython","20120","62","2","0"
"dellis23","ipython","20121","62","2","0"
"fletom","ipython","20121","62","2","0"
"bkvirendra","ipython","20131","62","21","0"
"Carreau","ipython","20131","62","0","0"
"blackball","ipython","20161","62","2","0"
"anfedorov","ipython","20161","62","2","0"
"Erotemic","ipython","20161","62","2","0"
"daf","fperez","20120","62","010","2"
"dellis23","fperez","20121","62","2","2"
"fletom","fperez","20121","62","2","2"
"bkvirendra","fperez","20131","62","21","2"
"Carreau","fperez","20131","62","0","2"
"blackball","fperez","20161","62","2","2"
"anfedorov","fperez","20161","62","2","2"
"Erotemic","fperez","20161","62","2","2"
"ipython","takluyver","20100","62","0","02"
"fperez","takluyver","20101","62","2","02"
"fperez","takluyver","20111","62","2","02"
"daf","takluyver","20120","62","010","02"
"liokm","takluyver","20120","62","221","02"
"fperez","takluyver","20120","62","2","02"
"dellis23","takluyver","20121","62","2","02"
"fletom","takluyver","20121","62","2","02"
"JoeZ99","takluyver","20121","62","2","02"
"reverie","takluyver","20130","62","2","02"
"bkvirendra","takluyver","20131","62","21","02"
"minrk","takluyver","20131","62","2","02"
"Carreau","takluyver","20131","62","0","02"
"philippschw","takluyver","20160","62","0","02"
"blackball","takluyver","20161","62","2","02"
"anfedorov","takluyver","20161","62","2","02"
"Erotemic","takluyver","20161","62","2","02"
"daf","fperez","20120","62","010","2"
"dellis23","fperez","20121","62","2","2"
"fletom","fperez","20121","62","2","2"
"bkvirendra","fperez","20131","62","21","2"
"Carreau","fperez","20131","62","0","2"
"blackball","fperez","20161","62","2","2"
"anfedorov","fperez","20161","62","2","2"
"Erotemic","fperez","20161","62","2","2"
"bkvirendra","daf","20131","62","21","010"
"Carreau","daf","20131","62","0","010"
"blackball","daf","20161","62","2","010"
"anfedorov","daf","20161","62","2","010"
"ipython","takluyver","20100","62","0","02222"
"fperez","takluyver","20101","62","2","02222"
"fperez","takluyver","20111","62","2","02222"
"daf","takluyver","20120","62","010","02222"
"liokm","takluyver","20120","62","221","02222"
"fperez","takluyver","20120","62","2","02222"
"dellis23","takluyver","20121","62","2","02222"
"fletom","takluyver","20121","62","2","02222"
"JoeZ99","takluyver","20121","62","2","02222"
"reverie","takluyver","20130","62","2","02222"
"bkvirendra","takluyver","20131","62","21","02222"
"minrk","takluyver","20131","62","2","02222"
"Carreau","takluyver","20131","62","0","02222"
"philippschw","takluyver","20160","62","0","02222"
"blackball","takluyver","20161","62","2","02222"
"anfedorov","takluyver","20161","62","2","02222"
"Erotemic","takluyver","20161","62","2","02222"
"ipython","liokm","20100","62","0","221"
"fperez","liokm","20101","62","2","221"
"fperez","liokm","20111","62","2","221"
"daf","liokm","20120","62","010","221"
"fperez","liokm","20120","62","2","221"
"dellis23","liokm","20121","62","2","221"
"fletom","liokm","20121","62","2","221"
"JoeZ99","liokm","20121","62","2","221"
"bkvirendra","liokm","20131","62","21","221"
"Carreau","liokm","20131","62","0","221"
"blackball","liokm","20161","62","2","221"
"anfedorov","liokm","20161","62","2","221"
"Erotemic","liokm","20161","62","2","221"
"daf","fperez","20120","62","010","2"
"dellis23","fperez","20121","62","2","2"
"fletom","fperez","20121","62","2","2"
"bkvirendra","fperez","20131","62","21","2"
"Carreau","fperez","20131","62","0","2"
"blackball","fperez","20161","62","2","2"
"anfedorov","fperez","20161","62","2","2"
"Erotemic","fperez","20161","62","2","2"
"daf","dellis23","20120","62","010","2"
"bkvirendra","dellis23","20131","62","21","2"
"Carreau","dellis23","20131","62","0","2"
"blackball","dellis23","20161","62","2","2"
"anfedorov","dellis23","20161","62","2","2"
"daf","fletom","20120","62","010","2"
"dellis23","fletom","20121","62","2","2"
"bkvirendra","fletom","20131","62","21","2"
"Carreau","fletom","20131","62","0","2"
"blackball","fletom","20161","62","2","2"
"anfedorov","fletom","20161","62","2","2"
"Erotemic","fletom","20161","62","2","2"
"ipython","takluyver","20100","62","0","0"
"fperez","takluyver","20101","62","2","0"
"fperez","takluyver","20111","62","2","0"
"daf","takluyver","20120","62","010","0"
"liokm","takluyver","20120","62","221","0"
"fperez","takluyver","20120","62","2","0"
"dellis23","takluyver","20121","62","2","0"
"fletom","takluyver","20121","62","2","0"
"JoeZ99","takluyver","20121","62","2","0"
"reverie","takluyver","20130","62","2","0"
"bkvirendra","takluyver","20131","62","21","0"
"minrk","takluyver","20131","62","2","0"
"Carreau","takluyver","20131","62","0","0"
"philippschw","takluyver","20160","62","0","0"
"blackball","takluyver","20161","62","2","0"
"anfedorov","takluyver","20161","62","2","0"
"Erotemic","takluyver","20161","62","2","0"
"ipython","JoeZ99","20100","62","0","2"
"fperez","JoeZ99","20101","62","2","2"
"fperez","JoeZ99","20111","62","2","2"
"daf","JoeZ99","20120","62","010","2"
"fperez","JoeZ99","20120","62","2","2"
"dellis23","JoeZ99","20121","62","2","2"
"fletom","JoeZ99","20121","62","2","2"
"bkvirendra","JoeZ99","20131","62","21","2"
"Carreau","JoeZ99","20131","62","0","2"
"blackball","JoeZ99","20161","62","2","2"
"anfedorov","JoeZ99","20161","62","2","2"
"Erotemic","JoeZ99","20161","62","2","2"
"ipython","reverie","20100","62","0","2"
"fperez","reverie","20101","62","2","2"
"fperez","reverie","20111","62","2","2"
"daf","reverie","20120","62","010","2"
"liokm","reverie","20120","62","221","2"
"fperez","reverie","20120","62","2","2"
"dellis23","reverie","20121","62","2","2"
"fletom","reverie","20121","62","2","2"
"JoeZ99","reverie","20121","62","2","2"
"bkvirendra","reverie","20131","62","21","2"
"minrk","reverie","20131","62","2","2"
"Carreau","reverie","20131","62","0","2"
"philippschw","reverie","20160","62","0","2"
"blackball","reverie","20161","62","2","2"
"anfedorov","reverie","20161","62","2","2"
"Erotemic","reverie","20161","62","2","2"
"anfedorov","bkvirendra","20161","62","2","21"
"ipython","minrk","20100","62","0","2"
"fperez","minrk","20101","62","2","2"
"fperez","minrk","20111","62","2","2"
"daf","minrk","20120","62","010","2"
"liokm","minrk","20120","62","221","2"
"fperez","minrk","20120","62","2","2"
"dellis23","minrk","20121","62","2","2"
"fletom","minrk","20121","62","2","2"
"JoeZ99","minrk","20121","62","2","2"
"bkvirendra","minrk","20131","62","21","2"
"Carreau","minrk","20131","62","0","2"
"blackball","minrk","20161","62","2","2"
"anfedorov","minrk","20161","62","2","2"
"Erotemic","minrk","20161","62","2","2"
"bkvirendra","Carreau","20131","62","21","0"
"blackball","Carreau","20161","62","2","0"
"anfedorov","Carreau","20161","62","2","0"
"ipython","philippschw","20100","62","0","0"
"fperez","philippschw","20101","62","2","0"
"fperez","philippschw","20111","62","2","0"
"daf","philippschw","20120","62","010","0"
"liokm","philippschw","20120","62","221","0"
"fperez","philippschw","20120","62","2","0"
"dellis23","philippschw","20121","62","2","0"
"fletom","philippschw","20121","62","2","0"
"JoeZ99","philippschw","20121","62","2","0"
"bkvirendra","philippschw","20131","62","21","0"
"minrk","philippschw","20131","62","2","0"
"Carreau","philippschw","20131","62","0","0"
"blackball","philippschw","20161","62","2","0"
"anfedorov","philippschw","20161","62","2","0"
"Erotemic","philippschw","20161","62","2","0"
"bkvirendra","blackball","20131","62","21","2"
"anfedorov","blackball","20161","62","2","2"
"daf","Erotemic","20120","62","010","2"
"dellis23","Erotemic","20121","62","2","2"
"bkvirendra","Erotemic","20131","62","21","2"
"Carreau","Erotemic","20131","62","0","2"
"blackball","Erotemic","20161","62","2","2"
"anfedorov","Erotemic","20161","62","2","2"
"Carreau","ipython","20161","63","1","2"
"fperez","ipython","20111","64","2","2"
"fperez","ipython","20120","64","2","2"
"Carreau","ipython","20161","64","1","2"
"ipython","minrk","20100","64","2","2"
"fperez","minrk","20111","64","2","2"
"fperez","minrk","20120","64","2","2"
"Carreau","minrk","20161","64","1","2"
"ipython","minrk","20100","64","2","2"
"fperez","minrk","20111","64","2","2"
"fperez","minrk","20120","64","2","2"
"Carreau","minrk","20161","64","1","2"
"Carreau","fperez","20161","64","1","2"
"Carreau","fperez","20161","64","1","2"
"fperez","ipython","20110","65","2","21"
"ellisonbg","ipython","20110","66","22","2"
"fperez","ipython","20110","66","2","2"
"ellisonbg","fperez","20110","66","22","2"
"fperez","ipython","20111","67","22","2"
"ellisonbg","minrk","20101","68","2","2"
"ellisonbg","minrk","20110","68","2","2"
"fperez","ipython","20120","70","2","1"
"ipython","takluyver","20100","70","1","2"
"fperez","takluyver","20120","70","2","2"
"jstenar","takluyver","20110","71","2","222"
"ipython","minrk","20100","72","2","2"
"fperez","takluyver","20111","75","0","2"
"fperez","ipython","20110","76","2","21"
"ipython","minrk","20100","77","2","22"
"ellisonbg","ipython","20101","78","2","2"
"ipython","takluyver","20100","78","2","2"
"ellisonbg","takluyver","20101","78","2","2"
"minrk","takluyver","20110","78","22","2"
"ipython","minrk","20100","78","2","22"
"ellisonbg","minrk","20101","78","2","22"
"ellisonbg","fperez","20110","79","2","2"
"ipython","minrk","20100","80","2","2"
"bfroehle","ipython","20120","81","22","20222"
"fperez","ipython","20120","81","02","20222"
"ipython","minrk","20100","81","20222","2"
"bfroehle","minrk","20120","81","22","2"
"fperez","minrk","20120","81","02","2"
"bfroehle","fperez","20120","81","22","02"
"ellisonbg","fperez","20110","82","2","2"
"minrk","takluyver","20141","84","2","0"
"fperez","minrk","20101","86","2","22"
"epatters","ipython","20110","88","2","22"
"ipython","takluyver","20100","88","22","21222"
"rspeer","takluyver","20110","88","20220","21222"
"minrk","takluyver","20110","88","2111","21222"
"epatters","takluyver","20110","88","2","21222"
"ipython","rspeer","20100","88","22","20220"
"minrk","rspeer","20110","88","2111","20220"
"epatters","rspeer","20110","88","2","20220"
"ipython","minrk","20100","88","22","2111"
"epatters","minrk","20110","88","2","2111"
"fperez","takluyver","20111","89","21","2"
"fperez","takluyver","20111","89","21","2"
"fperez","ipython","20140","90","02","2111"
"ipython","takluyver","20100","90","2111","2"
"fperez","takluyver","20140","90","02","2"
"Carreau","ipython","20161","91","1","2"
"ipython","takluyver","20100","91","2","0"
"Carreau","takluyver","20161","91","1","0"
"ipython","takluyver","20100","92","202000","2"
"minrk","takluyver","20110","92","2","2"
"ipython","minrk","20100","92","202000","2"
"ipython","minrk","20100","93","2222222221","2"
"ipython","jstenar","20100","95","0","2"
"Carreau","ipython","20161","96","1","20"
"Carreau","minrk","20161","97","1","2"
"ipython","takluyver","20100","98","2","22"
"ipython","minrk","20100","100","2021","2"
"bfroehle","ipython","20120","101","2","2"
"gauteh","ipython","20140","101","20","2"
"gauteh","ipython","20150","101","2","2"
"ipython","minrk","20100","101","2","2"
"bfroehle","minrk","20120","101","2","2"
"gauteh","minrk","20140","101","20","2"
"ivanov","minrk","20140","101","22","2"
"gauteh","minrk","20150","101","2","2"
"bfroehle","gauteh","20120","101","2","20"
"ipython","ivanov","20100","101","2","22"
"bfroehle","ivanov","20120","101","2","22"
"gauteh","ivanov","20140","101","20","22"
"gauteh","ivanov","20150","101","2","22"
"bfroehle","gauteh","20120","101","2","2"
"fperez","ipython","20111","102","0","2"
"fperez","ipython","20111","103","2","2"
"ipython","minrk","20100","104","0","2"
"ellisonbg","ipython","20101","105","2","2"
"bfroehle","ipython","20121","106","2","2"
"fperez","tomspur","20100","107","2","2"
"fperez","tomspur","20110","107","1","2"
"minrk","pferreir","20110","108","2","0"
"ipython","minrk","20100","109","01","2"
"ipython","minrk","20100","110","220","2"
"mmckerns","niallrobinson","20131","112","0200222","2"
"niallrobinson","takluyver","20131","112","2","2122222"
"mmckerns","takluyver","20131","112","0200222","2122222"
"fperez","ipython","20110","113","1","2"
"ipython","takluyver","20100","113","2","2"
"fperez","takluyver","20110","113","1","2"
"fperez","ivanov","20100","114","2","20"
"fperez","ivanov","20101","114","2","20"
"takluyver","tomspur","20110","115","2","2"
"minrk","takluyver","20110","116","2","2"
"fperez","takluyver","20111","116","20","2"
"fperez","minrk","20111","116","20","2"
"minrk","takluyver","20110","118","2","2"
"jdmarch","minrk","20100","119","2","2"
"cboos","takluyver","20111","122","2","2"
"minrk","takluyver","20141","122","2","2"
"Carreau","takluyver","20161","122","1","2"
"Carreau","cboos","20161","122","1","2"
"cboos","minrk","20111","122","2","2"
"Carreau","minrk","20161","122","1","2"
"bfroehle","fperez","20120","123","20","2"
"fperez","minrk","20120","124","0","22"
"minrk","robyoung","20110","124","22","2"
"fperez","robyoung","20120","124","0","2"
"minrk","takluyver","20110","124","22","2"
"fperez","takluyver","20120","124","0","2"
"robyoung","takluyver","20140","124","2","2"
"amannuc","fperez","20100","128","2","2"
"dwf","fperez","20110","131","01","11"
"dwf","fperez","20110","131","01","2"
"ksamuel","minrk","20110","132","0","2"
"aresnick","takluyver","20101","134","2","20"
"aresnick","takluyver","20110","134","0","20"
"poelzi","tomspur","20101","135","1","22"
"prsteel","tomspur","20101","136","2","2"
"takluyver","tomspur","20110","136","2","2"
"fperez","tomspur","20111","136","01","2"
"takluyver","tomspur","20111","136","20","2"
"takluyver","tomspur","20131","136","0","2"
"clebio","tomspur","20141","136","2","2"
"minrk","tomspur","20141","136","2","2"
"amelio-dx","tomspur","20141","136","1","2"
"amelio-vazquez-reina","tomspur","20141","136","2","2"
"Erotemic","tomspur","20151","136","2","2"
"nikitakit","tomspur","20160","136","2","2"
"ivanov","tomspur","20170","136","2","2"
"nikitakit","tomspur","20171","136","0","2"
"fperez","prsteel","20111","136","01","2"
"clebio","prsteel","20141","136","2","2"
"minrk","prsteel","20141","136","2","2"
"amelio-dx","prsteel","20141","136","1","2"
"amelio-vazquez-reina","prsteel","20141","136","2","2"
"Erotemic","prsteel","20151","136","2","2"
"nikitakit","prsteel","20160","136","2","2"
"ivanov","prsteel","20170","136","2","2"
"nikitakit","prsteel","20171","136","0","2"
"prsteel","takluyver","20101","136","2","2"
"fperez","takluyver","20111","136","01","2"
"clebio","takluyver","20141","136","2","2"
"minrk","takluyver","20141","136","2","2"
"amelio-dx","takluyver","20141","136","1","2"
"amelio-vazquez-reina","takluyver","20141","136","2","2"
"Erotemic","takluyver","20151","136","2","2"
"nikitakit","takluyver","20160","136","2","2"
"ivanov","takluyver","20170","136","2","2"
"nikitakit","takluyver","20171","136","0","2"
"clebio","fperez","20141","136","2","01"
"amelio-dx","fperez","20141","136","1","01"
"amelio-vazquez-reina","fperez","20141","136","2","01"
"Erotemic","fperez","20151","136","2","01"
"prsteel","takluyver","20101","136","2","20"
"fperez","takluyver","20111","136","01","20"
"clebio","takluyver","20141","136","2","20"
"minrk","takluyver","20141","136","2","20"
"amelio-dx","takluyver","20141","136","1","20"
"amelio-vazquez-reina","takluyver","20141","136","2","20"
"Erotemic","takluyver","20151","136","2","20"
"nikitakit","takluyver","20160","136","2","20"
"ivanov","takluyver","20170","136","2","20"
"nikitakit","takluyver","20171","136","0","20"
"prsteel","takluyver","20101","136","2","0"
"fperez","takluyver","20111","136","01","0"
"clebio","takluyver","20141","136","2","0"
"minrk","takluyver","20141","136","2","0"
"amelio-dx","takluyver","20141","136","1","0"
"amelio-vazquez-reina","takluyver","20141","136","2","0"
"Erotemic","takluyver","20151","136","2","0"
"nikitakit","takluyver","20160","136","2","0"
"ivanov","takluyver","20170","136","2","0"
"nikitakit","takluyver","20171","136","0","0"
"amelio-dx","clebio","20141","136","1","2"
"amelio-vazquez-reina","clebio","20141","136","2","2"
"fperez","minrk","20111","136","01","2"
"clebio","minrk","20141","136","2","2"
"amelio-dx","minrk","20141","136","1","2"
"amelio-vazquez-reina","minrk","20141","136","2","2"
"Erotemic","minrk","20151","136","2","2"
"ivanov","minrk","20170","136","2","2"
"amelio-dx","amelio-vazquez-reina","20141","136","1","2"
"clebio","Erotemic","20141","136","2","2"
"amelio-dx","Erotemic","20141","136","1","2"
"amelio-vazquez-reina","Erotemic","20141","136","2","2"
"fperez","nikitakit","20111","136","01","2"
"clebio","nikitakit","20141","136","2","2"
"minrk","nikitakit","20141","136","2","2"
"amelio-dx","nikitakit","20141","136","1","2"
"amelio-vazquez-reina","nikitakit","20141","136","2","2"
"Erotemic","nikitakit","20151","136","2","2"
"ivanov","nikitakit","20170","136","2","2"
"fperez","ivanov","20111","136","01","2"
"clebio","ivanov","20141","136","2","2"
"amelio-dx","ivanov","20141","136","1","2"
"amelio-vazquez-reina","ivanov","20141","136","2","2"
"Erotemic","ivanov","20151","136","2","2"
"fperez","nikitakit","20111","136","01","0"
"clebio","nikitakit","20141","136","2","0"
"minrk","nikitakit","20141","136","2","0"
"amelio-dx","nikitakit","20141","136","1","0"
"amelio-vazquez-reina","nikitakit","20141","136","2","0"
"Erotemic","nikitakit","20151","136","2","0"
"ivanov","nikitakit","20170","136","2","0"
"minrk","takluyver","20110","137","22","2"
"fperez","takluyver","20101","141","0","2200222220222"
"fperez","takluyver","20110","141","202212201","2200222220222"
"fperez","rkern","20101","148","2","2"
"ellisonbg","rkern","20101","149","2002","220222"
"fperez","rkern","20101","149","02","220222"
"ellisonbg","fperez","20101","149","2002","02"
"dmirota","fperez","20101","154","2","0"
"dmirota","fperez","20101","154","2","1"
"Carreau","ellisonbg","20161","157","1","0"
"ellisonbg","minrk","20101","157","0","2"
"Carreau","minrk","20161","157","1","2"
"fperez","tomspur","20101","158","1021","02"
"fperez","takluyver","20101","159","112","22"
"epatters","minrk","20110","162","2","2"
"ellisonbg","fperez","20101","163","1211","01211112"
"ellisonbg","minrk","20101","163","1211","2"
"fperez","minrk","20101","163","01211112","2"
"ellisonbg","fperez","20101","164","20012","1122"
"fperez","minrk","20101","164","1122","00002202"
"ellisonbg","minrk","20101","164","20012","00002202"
"epatters","fperez","20110","166","2","1"
"ellisonbg","fperez","20101","167","2","12"
"fperez","markvoorhies","20101","167","12","22"
"ellisonbg","markvoorhies","20101","167","2","22"
"fperez","minrk","20101","168","1","1"
"minrk","takluyver","20101","168","1","2"
"fperez","takluyver","20101","168","1","2"
"fperez","minrk","20101","169","012","22002"
"fperez","markvoorhies","20101","170","1","101"
"markvoorhies","minrk","20101","170","101","2022"
"fperez","minrk","20101","170","1","2022"
"fperez","minrk","20101","171","11","22"
"ddale","fperez","20101","174","20222","101201"
"ellisonbg","fperez","20101","174","2","101201"
"ddale","ellisonbg","20101","174","20222","2"
"ellisonbg","minrk","20110","175","2","22"
"ellisonbg","takluyver","20110","175","2","2"
"minrk","takluyver","20110","175","22","2"
"fperez","minrk","20110","176","1","2"
"fperez","rkern","20101","177","1","2"
"fperez","markvoorhies","20101","179","20012221","22"
"jamesgao","markvoorhies","20101","179","111","22"
"ccordoba12","markvoorhies","20101","179","2","22"
"ellisonbg","markvoorhies","20101","179","012","22"
"ivanistheone","markvoorhies","20101","179","1","22"
"jasongrout","markvoorhies","20110","179","201","22"
